EF_W_COMP_WORKOVERS_FRAC.FACILITY_NAME,EF_W_COMP_WORKOVERS_FRAC.FACILITY_ID,EF_W_COMP_WORKOVERS_FRAC.REPORTING_YEAR,EF_W_COMP_WORKOVERS_FRAC.TABLE_NUM,EF_W_COMP_WORKOVERS_FRAC.TABLE_DESC,EF_W_COMP_WORKOVERS_FRAC.INDUSTRY_SEGMENT,EF_W_COMP_WORKOVERS_FRAC.SUB_BASIN_IDENTIFIER,EF_W_COMP_WORKOVERS_FRAC.WELL_TYPE,EF_W_COMP_WORKOVERS_FRAC.IS_GAS_FLARED,EF_W_COMP_WORKOVERS_FRAC.REDUCED_EMISSION_COMPLETIONS,EF_W_COMP_WORKOVERS_FRAC.TOTAL_COMPLETIONS,EF_W_COMP_WORKOVERS_FRAC.REDUCED_EMISSION_WORKOVERS,EF_W_COMP_WORKOVERS_FRAC.TOTAL_WORKOVERS,EF_W_COMP_WORKOVERS_FRAC.OIL_OR_GAS_WELL,EF_W_COMP_WORKOVERS_FRAC.EQUATION_USED,EF_W_COMP_WORKOVERS_FRAC.FLOW_VOLUME,EF_W_COMP_WORKOVERS_FRAC.FLOW_RATE,EF_W_COMP_WORKOVERS_FRAC.ANNUAL_CH4_EMISSIONS
Marathon Oil EF - Gulf Coast Basin (AAPG Basin Number 220),1008293,2015,Table G.1,Gas Well Completions with Hydraulic Fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],220 - KARNES  TX (255) - Shale gas,Horizontal,Yes,Yes,1,,,,Equation W-10B,731509,63610,.208
Marathon Oil EF - Gulf Coast Basin (AAPG Basin Number 220),1008293,2015,Table G.1,Gas Well Completions with Hydraulic Fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],220 - KARNES  TX (255) - Shale gas,Horizontal,Yes,Yes,1,,,,Equation W-10B,319579,96830,.091
Marathon Oil EF - Gulf Coast Basin (AAPG Basin Number 220),1008293,2015,Table G.1,Gas Well Completions with Hydraulic Fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],220 - KARNES  TX (255) - Shale gas,Horizontal,Yes,Yes,1,,,,Equation W-10B,311316,95340,.089
Marathon Oil EF - Gulf Coast Basin (AAPG Basin Number 220),1008293,2015,Table G.1,Gas Well Completions with Hydraulic Fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],220 - KARNES  TX (255) - Shale gas,Horizontal,Yes,Yes,1,,,,Equation W-10B,308658,69650,.088
Marathon Oil EF - Gulf Coast Basin (AAPG Basin Number 220),1008293,2015,Table G.1,Gas Well Completions with Hydraulic Fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],220 - KARNES  TX (255) - Shale gas,Horizontal,Yes,Yes,1,,,,Equation W-10B,252802,93900,.072
Marathon Oil EF - Gulf Coast Basin (AAPG Basin Number 220),1008293,2015,Table G.1,Gas Well Completions with Hydraulic Fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],220 - KARNES  TX (255) - Shale gas,Horizontal,Yes,Yes,1,,,,Equation W-10B,146930,78800,.042
Marathon Oil EF - Gulf Coast Basin (AAPG Basin Number 220),1008293,2015,Table G.1,Gas Well Completions with Hydraulic Fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],220 - KARNES  TX (255) - Shale gas,Horizontal,Yes,Yes,1,,,,Equation W-10B,126702,95900,.036
Marathon Oil EF - Gulf Coast Basin (AAPG Basin Number 220),1008293,2015,Table G.1,Gas Well Completions with Hydraulic Fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],220 - KARNES  TX (255) - Shale gas,Horizontal,Yes,Yes,1,,,,Equation W-10B,89560,69570,.027
Marathon Oil EF - Gulf Coast Basin (AAPG Basin Number 220),1008293,2015,Table G.1,Gas Well Completions with Hydraulic Fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],220 - KARNES  TX (255) - Shale gas,Horizontal,Yes,Yes,1,,,,Equation W-10B,87532,78700,.027
Marathon Oil EF - Gulf Coast Basin (AAPG Basin Number 220),1008293,2015,Table G.1,Gas Well Completions with Hydraulic Fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],220 - KARNES  TX (255) - Shale gas,Horizontal,Yes,Yes,1,,,,Equation W-10B,84005,75800,.025
Marathon Oil EF - Gulf Coast Basin (AAPG Basin Number 220),1008293,2015,Table G.1,Gas Well Completions with Hydraulic Fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],220 - KARNES  TX (255) - Shale gas,Horizontal,Yes,Yes,1,,,,Equation W-10B,74902,75900,.023
Marathon Oil EF - Gulf Coast Basin (AAPG Basin Number 220),1008293,2015,Table G.1,Gas Well Completions with Hydraulic Fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],220 - KARNES  TX (255) - Shale gas,Horizontal,Yes,Yes,1,,,,Equation W-10B,62005,84970,.018
Marathon Oil EF - Gulf Coast Basin (AAPG Basin Number 220),1008293,2015,Table G.1,Gas Well Completions with Hydraulic Fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],220 - KARNES  TX (255) - Shale gas,Horizontal,Yes,Yes,1,,,,Equation W-10B,61580,96800,.018
Marathon Oil EF - Gulf Coast Basin (AAPG Basin Number 220),1008293,2015,Table G.1,Gas Well Completions with Hydraulic Fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],220 - KARNES  TX (255) - Shale gas,Horizontal,Yes,Yes,1,,,,Equation W-10B,58664,85430,.017
Marathon Oil EF - Gulf Coast Basin (AAPG Basin Number 220),1008293,2015,Table G.1,Gas Well Completions with Hydraulic Fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],220 - KARNES  TX (255) - Shale gas,Horizontal,Yes,Yes,1,,,,Equation W-10B,48886,52550,.014
Marathon Oil EF - Gulf Coast Basin (AAPG Basin Number 220),1008293,2015,Table G.1,Gas Well Completions with Hydraulic Fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],220 - KARNES  TX (255) - Shale gas,Horizontal,Yes,Yes,1,,,,Equation W-10B,41845,88180,.013
BPX Energy Petrohawk Gulf Coast Basin  AAPG Basin 220,1008630,2015,Table G.1,Gas Well Completions with Hydraulic Fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],220 - KARNES  TX (255) - Shale gas,Horizontal,No,Yes,4,,,,Equation W-10B,0,17791.6666667,0
Pioneer Natural Resources USA  Inc.  Gulf Coast Basin,1008604,2015,Table G.1,Gas Well Completions with Hydraulic Fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],220 - KARNES  TX (255) - Shale gas,Horizontal,No,Yes,50,,,,Equation W-10A,,,0
Equinor Texas Onshore Properties - Eagle Ford,1010943,2015,Table G.1,Gas Well Completions with Hydraulic Fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],220 - KARNES  TX (255) - Shale gas,Horizontal,Yes,No,23,,,,Equation W-10B,27541000,4072,5.288
ConocoPhillips Gulf Coast Basin 220  Production,1007485,2015,Table G.1,Gas Well Completions with Hydraulic Fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],220 - KARNES  TX (255) - Shale gas,Horizontal,No,Yes,5,,,,Equation W-10B,0,0,0
Gulf Coast Basin - AAPG Province 220,1008936,2015,Table G.1,Gas Well Completions with Hydraulic Fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],220 - LA SALLE  TX (283) - Shale gas,Horizontal,Yes,Yes,20,,,,Equation W-10B,0,0,5.55
BPX Energy Petrohawk Gulf Coast Basin  AAPG Basin 220,1008630,2015,Table G.1,Gas Well Completions with Hydraulic Fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],220 - LA SALLE  TX (283) - Shale gas,Horizontal,No,Yes,19,,,,Equation W-10B,0,78861.8421053,0
Rosetta Resources 220 Gulf Coast Basin,1010084,2015,Table G.1,Gas Well Completions with Hydraulic Fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],220 - LA SALLE  TX (283) - Shale gas,Horizontal,Yes,No,7,,,,Equation W-10B,359000,4827,1.91
Talisman Energy USA  Gulf Coast basin - 220,1008482,2015,Table G.1,Gas Well Completions with Hydraulic Fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],220 - LA SALLE  TX (283) - Shale gas,Horizontal,Yes,No,11,,,,Equation W-10A,47798000,,14.14
Marathon Oil EF - Gulf Coast Basin (AAPG Basin Number 220),1008293,2015,Table G.1,Gas Well Completions with Hydraulic Fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],220 - LIVE OAK  TX (297) - Shale gas,Horizontal,Yes,Yes,1,,,,Equation W-10B,44944,42230,.013
Marathon Oil EF - Gulf Coast Basin (AAPG Basin Number 220),1008293,2015,Table G.1,Gas Well Completions with Hydraulic Fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],220 - LIVE OAK  TX (297) - Shale gas,Horizontal,Yes,Yes,1,,,,Equation W-10B,758,11489,0
BPX Energy Petrohawk Gulf Coast Basin  AAPG Basin 220,1008630,2015,Table G.1,Gas Well Completions with Hydraulic Fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],220 - LIVE OAK  TX (297) - Shale gas,Horizontal,No,Yes,12,,,,Equation W-10B,0,37065.9722222,0
Pioneer Natural Resources USA  Inc.  Gulf Coast Basin,1008604,2015,Table G.1,Gas Well Completions with Hydraulic Fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],220 - LIVE OAK  TX (297) - Shale gas,Horizontal,No,Yes,7,,,,Equation W-10A,,,0
ConocoPhillips Gulf Coast Basin 220  Production,1007485,2015,Table G.1,Gas Well Completions with Hydraulic Fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],220 - LIVE OAK  TX (297) - Shale gas,Horizontal,No,Yes,23,,,,Equation W-10B,0,0,0
BPX Energy Petrohawk Gulf Coast Basin  AAPG Basin 220,1008630,2015,Table G.1,Gas Well Completions with Hydraulic Fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],220 - MC MULLEN  TX (311) - Shale gas,Horizontal,No,Yes,16,,,,Equation W-10B,0,77263.0208333,0
Swift Energy Operating Company  LLC - Basin 220,1009706,2015,Table G.1,Gas Well Completions with Hydraulic Fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],220 - MC MULLEN  TX (311) - Shale gas,Vertical,Yes,No,3,,,,Equation W-10B,347000,1000,.08
Talisman Energy USA  Gulf Coast basin - 220,1008482,2015,Table G.1,Gas Well Completions with Hydraulic Fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],220 - MC MULLEN  TX (311) - Shale gas,Horizontal,Yes,No,11,,,,Equation W-10A,94301000,,27.32
Rosetta Resources 220 Gulf Coast Basin,1010084,2015,Table G.1,Gas Well Completions with Hydraulic Fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],220 - WEBB  TX (479) - Shale gas,Horizontal,Yes,No,11,,,,Equation W-10B,9977000,46303,20.74
SM Energy (Basin 220) South Texas,1009624,2015,Table G.1,Gas Well Completions with Hydraulic Fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],220 - WEBB  TX (479) - Shale gas,Horizontal,No,Yes,68,,,,Equation W-10A,,,1909.14
Chesapeake Operating LLC  220 - Gulf Coast Basin,1008526,2015,Table G.1,Gas Well Completions with Hydraulic Fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],220 - WEBB  TX (479) - Shale gas,Horizontal,Yes,Yes,7,,,,Equation W-10A,,,2.976
Sabine Oil & Gas LLC 220 Gulf Coast Basin,1011275,2015,Table G.1,Gas Well Completions with Hydraulic Fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],220 - DE WITT  TX (123) - Other tight reservoir rock,Horizontal,No,Yes,2,,,,Equation W-10A,,,.842
Newfield.220.Gulf Coast,1008367,2015,Table G.1,Gas Well Completions with Hydraulic Fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],220 - DIMMIT  TX (127) - Other tight reservoir rock,Horizontal,Yes,Yes,9,,,,Equation W-10B,5419000000,0,1.52
Newfield.220.Gulf Coast,1008367,2015,Table G.1,Gas Well Completions with Hydraulic Fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],220 - DIMMIT  TX (127) - Other tight reservoir rock,Horizontal,No,Yes,1,,,,Equation W-10B,0,0,0
Enervest Operating  L.L.C. 220 Gulf Coast Basin,1009657,2015,Table G.1,Gas Well Completions with Hydraulic Fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],220 - FAYETTE  TX (149) - Other tight reservoir rock,Horizontal,Yes,Yes,1,,,,Equation W-10A,,,.002
Unit Petroleum 166 Golf Coast,1008242,2015,Table G.1,Gas Well Completions with Hydraulic Fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],220 - HARDIN  TX (199) - Other tight reservoir rock,Vertical,No,Yes,2,,,,Equation W-10B,0,2464.6324,0
Unit Petroleum 166 Golf Coast,1008242,2015,Table G.1,Gas Well Completions with Hydraulic Fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],220 - HARDIN  TX (199) - Other tight reservoir rock,Horizontal,No,Yes,1,,,,Equation W-10B,0,138681.28,0
Unit Petroleum 166 Golf Coast,1008242,2015,Table G.1,Gas Well Completions with Hydraulic Fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],220 - POLK  TX (373) - Other tight reservoir rock,Vertical,Yes,Yes,5,,,,Equation W-10B,11341000,9087.67344,3.516
Unit Petroleum 166 Golf Coast,1008242,2015,Table G.1,Gas Well Completions with Hydraulic Fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],220 - POLK  TX (373) - Other tight reservoir rock,Vertical,No,Yes,11,,,,Equation W-10B,0,59012.1260364,0
Unit Petroleum 166 Golf Coast,1008242,2015,Table G.1,Gas Well Completions with Hydraulic Fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],220 - POLK  TX (373) - Other tight reservoir rock,Horizontal,No,Yes,1,,,,Equation W-10B,0,375063.81,0
SM Energy (Basin 220) South Texas,1009624,2015,Table G.1,Gas Well Completions with Hydraulic Fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],220 - SAN JACINTO  TX (407) - Other tight reservoir rock,Horizontal,Yes,Yes,1,,,,Equation W-10A,,,.054
ConocoPhillips Gulf Coast Basin 220  Production,1007485,2015,Table G.1,Gas Well Completions with Hydraulic Fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],220 - KARNES  TX (255) - Oil,Horizontal,No,Yes,28,,,,Equation W-10B,0,0,0
EP Energy E&P 220 Gulf Coast Basin,1008092,2015,Table G.1,Gas Well Completions with Hydraulic Fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],220 - LA SALLE  TX (283) - Oil,Horizontal,Yes,Yes,103,,,,Equation W-10A,,,2625.842
Gulf Coast Facility,1008714,2015,Table G.1,Gas Well Completions with Hydraulic Fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],220 - LAVACA  TX (285) - Oil,Horizontal,Yes,No,32,,,,Equation W-10B,1155.24625,12.4884375,.01
ConocoPhillips Gulf Coast Basin 220  Production,1007485,2015,Table G.1,Gas Well Completions with Hydraulic Fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],220 - LIVE OAK  TX (297) - Oil,Horizontal,No,Yes,10,,,,Equation W-10B,0,0,0
ConocoPhillips Gulf Coast Basin 220  Production,1007485,2015,Table G.1,Gas Well Completions with Hydraulic Fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],220 - MC MULLEN  TX (311) - Oil,Horizontal,No,Yes,5,,,,Equation W-10B,0,0,0
GULF COAST BASIN,1010222,2015,Table G.1,Gas Well Completions with Hydraulic Fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],220 - ARANSAS  TX (7) - High permeability gas,Vertical,No,Yes,3,,,,Equation W-10B,804437.5,36565.3409091,12.06
GULF COAST BASIN,1010222,2015,Table G.1,Gas Well Completions with Hydraulic Fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],220 - ARANSAS  TX (7) - High permeability gas,Vertical,Yes,Yes,1,,,,Equation W-10B,1149750,93830.1724138,.345
Laredo Energy 220 Gulf Basin (LA  TX),1009683,2015,Table G.1,Gas Well Completions with Hydraulic Fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],220 - BRAZOS  TX (41) - High permeability gas,Horizontal,No,Yes,1,,,,Equation W-10B,1622833.3333333,15604.1666667,24.328
Tellus Operating Group  LLC - MS Operations,1008885,2015,Table G.1,Gas Well Completions with Hydraulic Fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],210 - JONES  MS (67) - High permeability gas,Vertical,No,Yes,1,,,,Equation W-10A,,,.12
Tellus Operating Group  LLC - MS Operations,1008885,2015,Table G.1,Gas Well Completions with Hydraulic Fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],210 - LAMAR  MS (73) - High permeability gas,Horizontal,No,Yes,5,,,,Equation W-10A,,,10.89
Samson Exploration 220 Gulf Coast Basin,1008093,2015,Table G.1,Gas Well Completions with Hydraulic Fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],220 - CHAMBERS  TX (71) - High Permeability Gas,Vertical,No,Yes,1,,,,Equation W-10B,0,14300,0
Samson Exploration 220 Gulf Coast Basin,1008093,2015,Table G.1,Gas Well Completions with Hydraulic Fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],220 - CHAMBERS  TX (71) - High Permeability Gas,Vertical,No,Yes,1,,,,Equation W-10B,0,22100,0
Samson Exploration 220 Gulf Coast Basin,1008093,2015,Table G.1,Gas Well Completions with Hydraulic Fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],220 - CHAMBERS  TX (71) - High Permeability Gas,Vertical,Yes,Yes,1,,,,Equation W-10B,4000,85900,.001
SN Operating  LLC 220 Gulf Coast Basin (LA  TX),1009720,2015,Table G.1,Gas Well Completions with Hydraulic Fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],220 - DIMMIT  TX (127) - High permeability gas,Horizontal,No,Yes,40,,,,Equation W-10B,22504125,5598.0410448,337.367
Lewis Energy Group,1009588,2015,Table G.1,Gas Well Completions with Hydraulic Fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],220 - DIMMIT  TX (127) - High permeability gas,Horizontal,No,Yes,4,,,,Equation W-10B,495000,0,8.245
GULF COAST BASIN,1010222,2015,Table G.1,Gas Well Completions with Hydraulic Fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],220 - FORT BEND  TX (157) - High permeability gas,Vertical,No,Yes,1,,,,Equation W-10B,32083.3333333,8020.8333333,.481
Merit Energy Co. South Texas 220 Gulf Coast Basin,1000435,2015,Table G.1,Gas Well Completions with Hydraulic Fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],220 - HIDALGO  TX (215) - High permeability gas,Vertical,No,Yes,4,,,,Equation W-10B,0,0,0
BBX 220 Gulf Coast Basin,1011749,2015,Table G.1,Gas Well Completions with Hydraulic Fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],220 - JASPER  TX (241) - High permeability gas,Vertical,No,Yes,3,,,,Equation W-10B,1679958.3333333,19764.2156863,25.185
EOG Resources  Inc.220 Gulf Coast basin,1008219,2015,Table G.1,Gas Well Completions with Hydraulic Fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],220 - KLEBERG  TX (273) - High permeability gas,Vertical,Yes,Yes,4,,,,Equation W-10B,68542000,76250,45.009
Lewis Energy Group,1009588,2015,Table G.1,Gas Well Completions with Hydraulic Fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],220 - LA SALLE  TX (283) - High permeability gas,Horizontal,No,Yes,3,,,,Equation W-10B,2967000,0,49.421
GeoSouthern Energy Corporation,1009848,2015,Table G.1,Gas Well Completions with Hydraulic Fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],220 - LAVACA  TX (285) - High permeability gas,Vertical,No,Yes,1,,,,Equation W-10B,18895.8333333,18895.8333333,.283
Samson Exploration 220 Gulf Coast Basin,1008093,2015,Table G.1,Gas Well Completions with Hydraulic Fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],220 - MATAGORDA  TX (321) - High Permeability Gas,Vertical,No,Yes,1,,,,Equation W-10B,0,75800,0
EOG Resources  Inc.220 Gulf Coast basin,1008219,2015,Table G.1,Gas Well Completions with Hydraulic Fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],220 - SAN PATRICIO  TX (409) - High permeability gas,Vertical,Yes,Yes,6,,,,Equation W-10B,69135000,27500,38.75
Indigo Minerals  LLC,1007599,2015,Table G.1,Gas Well Completions with Hydraulic Fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],230 - CADDO  LA (17) - High permeability gas,Horizontal,No,Yes,1,,,,Equation W-10A,,,0
Indigo Minerals  LLC,1007599,2015,Table G.1,Gas Well Completions with Hydraulic Fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],230 - DE SOTO  LA (31) - High permeability gas,Horizontal,No,Yes,10,,,,Equation W-10A,,,0
Indigo Resources LLC,1011848,2015,Table G.1,Gas Well Completions with Hydraulic Fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],230 - DE SOTO  LA (31) - High permeability gas,Horizontal,No,Yes,11,,,,Equation W-10B,676916.77,921,11.62
Compass Production Partners  LP - Arkla Basin #230,1011194,2015,Table G.1,Gas Well Completions with Hydraulic Fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],230 - JACKSON  LA (49) - High permeability gas,Vertical,No,Yes,6,,,,Equation W-10B,0,4467,0
Range Resources-Louisiana  Inc.-Basin 230 (Houston  TX),1011998,2015,Table G.1,Gas Well Completions with Hydraulic Fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],230 - LINCOLN  LA (61) - High permeability gas,Horizontal,No,Yes,38,,,,Equation W-10B,16205941.6666667,30066.6821274,242.949
WHRMC - ARKLA BASIN-ONSHORE PRODUCTION,1012114,2015,Table G.1,Gas Well Completions with Hydraulic Fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],230 - LINCOLN  LA (61) - High permeability gas,Horizontal,No,Yes,5,,,,Equation W-10A,,,0
BPX Energy Arkla Basin  AAPG Basin 230,1008492,2015,Table G.1,Gas Well Completions with Hydraulic Fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],230 - BIENVILLE  LA (13) - Shale gas,Horizontal,No,Yes,1,,,,Equation W-10B,0,0,0
Chesapeake Operating LLC  230 - Arkla Basin,1008527,2015,Table G.1,Gas Well Completions with Hydraulic Fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],230 - BOSSIER  LA (15) - Shale gas,Horizontal,No,Yes,4,,,,Equation W-10A,,,2.306
BPX Energy Arkla Basin  AAPG Basin 230,1008492,2015,Table G.1,Gas Well Completions with Hydraulic Fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],230 - BOSSIER  LA (15) - Shale gas,Horizontal,No,Yes,4,,,,Equation W-10B,0,0,0
EXCO Resources  Inc. - Arkla Basin #230,1008957,2015,Table G.1,Gas Well Completions with Hydraulic Fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],230 - CADDO  LA (17) - Shale gas,Vertical,No,Yes,4,,,,Equation W-10B,0,200877,0
Chesapeake Operating LLC  230 - Arkla Basin,1008527,2015,Table G.1,Gas Well Completions with Hydraulic Fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],230 - CADDO  LA (17) - Shale gas,Horizontal,No,Yes,8,,,,Equation W-10A,,,0
Chesapeake Operating LLC  230 - Arkla Basin,1008527,2015,Table G.1,Gas Well Completions with Hydraulic Fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],230 - CADDO  LA (17) - Shale gas,Horizontal,Yes,Yes,1,,,,Equation W-10A,,,.275
BPX Energy Arkla Basin  AAPG Basin 230,1008492,2015,Table G.1,Gas Well Completions with Hydraulic Fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],230 - CADDO  LA (17) - Shale gas,Horizontal,No,Yes,14,,,,Equation W-10B,0,0,0
EXCO Resources  Inc. - Arkla Basin #230,1008957,2015,Table G.1,Gas Well Completions with Hydraulic Fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],230 - DE SOTO  LA (31) - Shale gas,Vertical,No,Yes,18,,,,Equation W-10B,0,176019,0
EP Energy E&P 230 Arkla basin,1008155,2015,Table G.1,Gas Well Completions with Hydraulic Fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],230 - DE SOTO  LA (31) - Shale gas,Horizontal,Yes,Yes,8,,,,Equation W-10A,,,1815.72
Chesapeake Operating LLC  230 - Arkla Basin,1008527,2015,Table G.1,Gas Well Completions with Hydraulic Fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],230 - DE SOTO  LA (31) - Shale gas,Horizontal,No,Yes,31,,,,Equation W-10A,,,125.739
Chesapeake Operating LLC  230 - Arkla Basin,1008527,2015,Table G.1,Gas Well Completions with Hydraulic Fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],230 - DE SOTO  LA (31) - Shale gas,Horizontal,Yes,Yes,1,,,,Equation W-10A,,,.883
Comstock Resources  Inc. - Basin 230,1009890,2015,Table G.1,Gas Well Completions with Hydraulic Fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],230 - DE SOTO  LA (31) - Shale gas,Horizontal,No,Yes,10,,,,Equation W-10B,0,481800,0
BPX Energy Arkla Basin  AAPG Basin 230,1008492,2015,Table G.1,Gas Well Completions with Hydraulic Fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],230 - DE SOTO  LA (31) - Shale gas,Horizontal,No,Yes,1,,,,Equation W-10B,0,0,0
Chesapeake Operating LLC  230 - Arkla Basin,1008527,2015,Table G.1,Gas Well Completions with Hydraulic Fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],230 - RED RIVER  LA (81) - Shale gas,Horizontal,No,Yes,5,,,,Equation W-10A,,,0
Chesapeake Operating LLC  230 - Arkla Basin,1008527,2015,Table G.1,Gas Well Completions with Hydraulic Fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],230 - SABINE  LA (85) - Shale gas,Horizontal,No,Yes,4,,,,Equation W-10A,,,3.475
Riviera Resources 260 East Texas Basin Production Segment,1010396,2015,Table G.1,Gas Well Completions with Hydraulic Fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],260 - LIMESTONE  TX (293) - High permeability gas,VERTICAL,No,Yes,0,,,,Equation W-10B,0,0,0
Riviera Resources 260 East Texas Basin Production Segment,1010396,2015,Table G.1,Gas Well Completions with Hydraulic Fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],260 - MARION  TX (315) - High permeability gas,VERTICAL,No,Yes,0,,,,Equation W-10B,0,0,0
Amplify Energy Operating 260 East Texas Basin,1010839,2015,Table G.1,Gas Well Completions with Hydraulic Fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],260 - PANOLA  TX (365) - High permeability gas,Horizontal,No,Yes,14,,,,Equation W-10B,11608666.6666667,15745.9506633,174.029
Amplify Energy Operating 260 East Texas Basin,1010839,2015,Table G.1,Gas Well Completions with Hydraulic Fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],260 - RUSK  TX (401) - High permeability gas,Horizontal,No,Yes,10,,,,Equation W-10B,5634250,17179.9870161,84.465
Amplify Energy Operating 260 East Texas Basin,1010839,2015,Table G.1,Gas Well Completions with Hydraulic Fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],260 - RUSK  TX (401) - High permeability gas,Horizontal,Yes,Yes,1,,,,Equation W-10B,707333.3333333,42145.4893515,.212
Sheridan Production Company LLC 260 East Texas Basin,1008392,2015,Table G.1,Gas Well Completions with Hydraulic Fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],260 - SHELBY  TX (419) - High permeability gas,Vertical,Yes,Yes,1,,,,Equation W-10B,786493.0556,8,.3
