EF_W_COMP_WORKOVERS_NO_FRAC.FACILITY_NAME,EF_W_COMP_WORKOVERS_NO_FRAC.FACILITY_ID,EF_W_COMP_WORKOVERS_NO_FRAC.REPORTING_YEAR,EF_W_COMP_WORKOVERS_NO_FRAC.TABLE_NUM,EF_W_COMP_WORKOVERS_NO_FRAC.TABLE_DESC,EF_W_COMP_WORKOVERS_NO_FRAC.INDUSTRY_SEGMENT,EF_W_COMP_WORKOVERS_NO_FRAC.SUB_BASIN_IDENTIFIER,EF_W_COMP_WORKOVERS_NO_FRAC.TOTAL_COMP_VENTED_NO_FLARING,EF_W_COMP_WORKOVERS_NO_FRAC.TOTAL_HOURS_COMP_NO_FLR,EF_W_COMP_WORKOVERS_NO_FRAC.ANNUAL_CH4_EMISSIONS_NO_FLR,EF_W_COMP_WORKOVERS_NO_FRAC.TOTAL_COMP_VENTED_TO_FLARE,EF_W_COMP_WORKOVERS_NO_FRAC.TOTAL_HOURS_VENTED_TO_FLARE,EF_W_COMP_WORKOVERS_NO_FRAC.ANNUAL_CH4_EMISSIONS_FLR,EF_W_COMP_WORKOVERS_NO_FRAC.WORKOVERS_WITHOUT_FLARING,EF_W_COMP_WORKOVERS_NO_FRAC.TOTAL_WORKOVERS_NO_FLARING,EF_W_COMP_WORKOVERS_NO_FRAC.CH4_EMISSIONS_WKOVR_NO_FLARING,EF_W_COMP_WORKOVERS_NO_FRAC.TOTAL_WORKOVERS_WITH_FLARING,EF_W_COMP_WORKOVERS_NO_FRAC.CH4_EMISSIONS_WKOVR_FLARING
Pioneer Natural Resources USA  Inc.  Anadarko,1008605,2015,Table H.3,Gas well workovers WITHOUT hydraulic fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],360 - POTTER  TX (375) - High permeability gas,,,,,,,Yes,20,.726,0,0
Enervest Operating  L.L.C. 360 Anadarko Basin,1009663,2015,Table H.3,Gas well workovers WITHOUT hydraulic fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],360 - ROBERTS  TX (393) - High permeability gas,,,,,,,Yes,4,.179,0,0
FourPoint Energy  LLC 360 Anadarko Basin,1011854,2015,Table H.3,Gas well workovers WITHOUT hydraulic fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],360 - ROGER MILLS  OK (129) - High permeability gas,,,,,,,Yes,14,.679,0,0
MERIT ENERGY CO LLC 360 ANADARKO BASIN,1009274,2015,Table H.3,Gas well workovers WITHOUT hydraulic fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],360 - ROGER MILLS  OK (129) - High permeability gas,,,,,,,Yes,4,.2,0,0
Cimarex Energy Co. 360 Anadarko,1008702,2015,Table H.3,Gas well workovers WITHOUT hydraulic fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],360 - ROGER MILLS  OK (129) - High permeability gas,,,,,,,No,0,0,1,0
Enervest Operating  L.L.C. 360 Anadarko Basin,1009663,2015,Table H.3,Gas well workovers WITHOUT hydraulic fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],360 - ROGER MILLS  OK (129) - High permeability gas,,,,,,,Yes,7,.344,0,0
ConocoPhillips' Anadarko (360),1007475,2015,Table H.3,Gas well workovers WITHOUT hydraulic fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],360 - ROGER MILLS  OK (129) - High permeability gas,,,,,,,Yes,1,.058,0,0
Riviera Resources 360 Anadarko Basin Production Segment,1008306,2015,Table H.3,Gas well workovers WITHOUT hydraulic fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],360 - STANTON  KS (187) - High permeability gas,,,,,,,Yes,19,.794,0,0
Riviera Resources 360 Anadarko Basin Production Segment,1008306,2015,Table H.3,Gas well workovers WITHOUT hydraulic fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],360 - STEVENS  KS (189) - High permeability gas,,,,,,,Yes,14,.582,0,0
Chesapeake Operating LLC  360 - Anadarko Basin,1008530,2015,Table H.3,Gas well workovers WITHOUT hydraulic fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],360 - STEVENS  KS (189) - High permeability gas,,,,,,,Yes,5,.245,0,0
Chevron MCA 360 Anadarko Basin,1008956,2015,Table H.3,Gas well workovers WITHOUT hydraulic fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],360 - TEXAS  OK (139) - High permeability gas,,,,,,,Yes,2,.09,0,0
Cimarex Energy Co. 360 Anadarko,1008702,2015,Table H.3,Gas well workovers WITHOUT hydraulic fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],360 - WASHITA  OK (149) - High permeability gas,,,,,,,No,0,0,1,0
Chesapeake Operating LLC  360 - Anadarko Basin,1008530,2015,Table H.3,Gas well workovers WITHOUT hydraulic fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],360 - WASHITA  OK (149) - High permeability gas,,,,,,,Yes,7,.4,0,0
ConocoPhillips' Anadarko (360),1007475,2015,Table H.3,Gas well workovers WITHOUT hydraulic fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],360 - WASHITA  OK (149) - High permeability gas,,,,,,,Yes,1,.057,0,0
Enervest Operating  L.L.C. 360 Anadarko Basin,1009663,2015,Table H.3,Gas well workovers WITHOUT hydraulic fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],360 - WHEELER  TX (483) - High permeability gas,,,,,,,Yes,36,1.524,0,0
Chevron MCA 360 Anadarko Basin,1008956,2015,Table H.3,Gas well workovers WITHOUT hydraulic fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],360 - WHEELER  TX (483) - High permeability gas,,,,,,,Yes,2,.089,0,0
Chesapeake Operating LLC  360 - Anadarko Basin,1008530,2015,Table H.3,Gas well workovers WITHOUT hydraulic fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],360 - WOODWARD  OK (153) - High permeability gas,,,,,,,Yes,4,.208,0,0
CRI 360 Anadarko,1008472,2015,Table H.3,Gas well workovers WITHOUT hydraulic fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],360 - ALFALFA  OK (3) - Shale gas,,,,,,,Yes,2,.093,0,0
CRI 360 Anadarko,1008472,2015,Table H.3,Gas well workovers WITHOUT hydraulic fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],360 - BLAINE  OK (11) - Shale gas,,,,,,,Yes,78,3.642,0,0
Marathon Oil Anadarko Basin (AAPG 360),1009353,2015,Table H.3,Gas well workovers WITHOUT hydraulic fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],360 - BLAINE  OK (11) - Shale gas,,,,,,,Yes,1,.112,0,0
Cimarex Energy Co. 360 Anadarko,1008702,2015,Table H.3,Gas well workovers WITHOUT hydraulic fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],360 - BLAINE  OK (11) - Shale gas,,,,,,,No,0,0,1,0
CRI 360 Anadarko,1008472,2015,Table H.3,Gas well workovers WITHOUT hydraulic fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],360 - CADDO  OK (15) - Shale gas,,,,,,,Yes,1,.047,0,0
CRI 360 Anadarko,1008472,2015,Table H.3,Gas well workovers WITHOUT hydraulic fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],360 - CANADIAN  OK (17) - Shale gas,,,,,,,Yes,14,.654,0,0
Marathon Oil Anadarko Basin (AAPG 360),1009353,2015,Table H.3,Gas well workovers WITHOUT hydraulic fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],360 - CANADIAN  OK (17) - Shale gas,,,,,,,Yes,4,.203,0,0
Cimarex Energy Co. 360 Anadarko,1008702,2015,Table H.3,Gas well workovers WITHOUT hydraulic fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],360 - CANADIAN  OK (17) - Shale gas,,,,,,,No,0,0,1,0
Chesapeake Operating LLC  360 - Anadarko Basin,1008530,2015,Table H.3,Gas well workovers WITHOUT hydraulic fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],360 - CANADIAN  OK (17) - Shale gas,,,,,,,Yes,1,.051,0,0
CRI 360 Anadarko,1008472,2015,Table H.3,Gas well workovers WITHOUT hydraulic fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],360 - CUSTER  OK (39) - Shale gas,,,,,,,Yes,9,.42,0,0
CRI 360 Anadarko,1008472,2015,Table H.3,Gas well workovers WITHOUT hydraulic fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],360 - DEWEY  OK (43) - Shale gas,,,,,,,Yes,40,1.868,0,0
CRI 360 Anadarko,1008472,2015,Table H.3,Gas well workovers WITHOUT hydraulic fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],360 - GARFIELD  OK (47) - Shale gas,,,,,,,Yes,27,1.261,0,0
CRI 360 Anadarko,1008472,2015,Table H.3,Gas well workovers WITHOUT hydraulic fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],360 - GRADY  OK (51) - Shale gas,,,,,,,Yes,117,5.463,0,0
Marathon Oil Anadarko Basin (AAPG 360),1009353,2015,Table H.3,Gas well workovers WITHOUT hydraulic fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],360 - GRADY  OK (51) - Shale gas,,,,,,,Yes,2,.096,0,0
Lindsay Field Office,1011666,2015,Table H.3,Gas well workovers WITHOUT hydraulic fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],360 - GRADY  OK (51) - Shale gas,,,,,,,Yes,10,29.9,0,0
CRI 360 Anadarko,1008472,2015,Table H.3,Gas well workovers WITHOUT hydraulic fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],360 - KINGFISHER  OK (73) - Shale gas,,,,,,,Yes,16,.747,0,0
Newfield.360.Anadarko Basin,1009260,2015,Table H.3,Gas well workovers WITHOUT hydraulic fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],360 - KINGFISHER  OK (73) - Shale gas,,,,,,,N,0,0,1,.001
CRI 360 Anadarko,1008472,2015,Table H.3,Gas well workovers WITHOUT hydraulic fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],360 - LIPSCOMB  TX (295) - Shale gas,,,,,,,Yes,7,.327,0,0
CRI 360 Anadarko,1008472,2015,Table H.3,Gas well workovers WITHOUT hydraulic fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],360 - MAJOR  OK (93) - Shale gas,,,,,,,Yes,37,1.728,0,0
Anadarko Facility,1008715,2015,Table H.3,Gas well workovers WITHOUT hydraulic fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],360 - WASHITA  OK (149) - Shale gas,,,,,,,Yes,22,.991,0,0
MERIT ENERGY CO LLC 420 FORT WORTH SYNCLINE,1009327,2015,Table H.3,Gas well workovers WITHOUT hydraulic fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],420 - WISE  TX (497) - High permeability gas,,,,,,,Yes,3,.1,0,0
Trinity River Energy Operating  LLC 420 Fort Worth Syncline,1009441,2015,Table H.3,Gas well workovers WITHOUT hydraulic fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],420 - DENTON  TX (121) - Shale gas,,,,,,,Yes,32,1.828,0,0
Enervest Operating  L.L.C. 420 Fort Worth Syncline,1009689,2015,Table H.3,Gas well workovers WITHOUT hydraulic fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],420 - DENTON  TX (121) - Shale gas,,,,,,,Yes,22,.99,0,0
EOG Resources  Inc. 420 Fort Worth syncline,1008977,2015,Table H.3,Gas well workovers WITHOUT hydraulic fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],420 - JACK  TX (237) - Shale gas,,,,,,,Yes,2,.091,0,0
EOG Resources  Inc. 420 Fort Worth syncline,1008977,2015,Table H.3,Gas well workovers WITHOUT hydraulic fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],420 - MONTAGUE  TX (337) - Shale gas,,,,,,,Yes,19,.819,0,0
Enervest Operating  L.L.C. 420 Fort Worth Syncline,1009689,2015,Table H.3,Gas well workovers WITHOUT hydraulic fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],420 - MONTAGUE  TX (337) - Shale gas,,,,,,,Yes,3,.113,0,0
Trinity River Energy Operating  LLC 420 Fort Worth Syncline,1009441,2015,Table H.3,Gas well workovers WITHOUT hydraulic fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],420 - PARKER  TX (367) - Shale gas,,,,,,,Yes,14,.775,0,0
Enervest Operating  L.L.C. 420 Fort Worth Syncline,1009689,2015,Table H.3,Gas well workovers WITHOUT hydraulic fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],420 - PARKER  TX (367) - Shale gas,,,,,,,Yes,10,.53,0,0
Trinity River Energy Operating  LLC 420 Fort Worth Syncline,1009441,2015,Table H.3,Gas well workovers WITHOUT hydraulic fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],420 - WISE  TX (497) - Shale gas,,,,,,,Yes,7,.311,0,0
Enervest Operating  L.L.C. 420 Fort Worth Syncline,1009689,2015,Table H.3,Gas well workovers WITHOUT hydraulic fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],420 - WISE  TX (497) - Shale gas,,,,,,,Yes,20,1.03,0,0
Enervest Operating  L.L.C. 420 Fort Worth Syncline,1009689,2015,Table H.3,Gas well workovers WITHOUT hydraulic fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],420 - PARKER  TX (367) - Other tight reservoir rock,,,,,,,Yes,3,.159,0,0
Enervest Operating  L.L.C. 420 Fort Worth Syncline,1009689,2015,Table H.3,Gas well workovers WITHOUT hydraulic fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],420 - WISE  TX (497) - Other tight reservoir rock,,,,,,,Yes,1,.052,0,0
Cimarex Energy Co. 430 Permian,1008544,2015,Table H.3,Gas well workovers WITHOUT hydraulic fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],430 - LEA  NM (25) - Shale gas,,,,,,,No,0,0,2,0
EOG Resources  Inc. 425 Bend arch,1008978,2015,Table H.3,Gas well workovers WITHOUT hydraulic fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],425 - PALO PINTO  TX (363) - Shale gas,,,,,,,Yes,1,.047,0,0
Basin 430 West Texas - OSP,1008642,2015,Table H.3,Gas well workovers WITHOUT hydraulic fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],430 - UPTON  TX (461) - Shale gas,,,,,,,Yes,12,.517,0,0
Unit Petroleum 145 Chautauqua Platform Basin,1008244,2015,Table H.3,Gas well workovers WITHOUT hydraulic fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],355 - HUGHES  OK (63) - Other tight reservoir rock,,,,,,,Yes,4,.229,0,0
Unit Petroleum 285 Permian Basin,1009339,2015,Table H.3,Gas well workovers WITHOUT hydraulic fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],430 - CRANE  TX (103) - Other tight reservoir rock,,,,,,,Yes,1,.04,0,0
Unit Petroleum 285 Permian Basin,1009339,2015,Table H.3,Gas well workovers WITHOUT hydraulic fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],430 - CROCKETT  TX (105) - Other tight reservoir rock,,,,,,,Yes,1,.047,0,0
Cimarex Energy Co. 430 Permian,1008544,2015,Table H.3,Gas well workovers WITHOUT hydraulic fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],430 - CULBERSON  TX (109) - Other tight reservoir rock,,,,,,,No,0,0,2,0
Chevron MCA 430 Permian Basin,1009240,2015,Table H.3,Gas well workovers WITHOUT hydraulic fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],430 - EDDY  NM (15) - Other tight reservoir rock,,,,,,,Yes,3,.122,0,0
Stanolind Production LLC,1011662,2015,Table H.3,Gas well workovers WITHOUT hydraulic fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],430 - GLASSCOCK  TX (173) - Other tight reservoir rock,,,,,,,Yes,8,.344,0,0
Basin 430 West Texas - OSP,1008642,2015,Table H.3,Gas well workovers WITHOUT hydraulic fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],430 - GLASSCOCK  TX (173) - Other tight reservoir rock,,,,,,,Yes,2,.085,0,0
Chesapeake Operating LLC  350 - South Oklahoma Folded Belt,1008529,2015,Table H.3,Gas well workovers WITHOUT hydraulic fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],350 - STEPHENS  OK (137) - Other tight reservoir rock,,,,,,,Yes,13,.665,0,0
Equal Energy-355-Chautaqua Platform,1010176,2015,Table H.3,Gas well workovers WITHOUT hydraulic fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],355 - LINCOLN  OK (81) - High permeability gas,,,,,,,No,17,328.5,0,0
Extraction Oil & Gas  Inc.,1011761,2015,Table H.3,Gas well workovers WITHOUT hydraulic fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],540 - WELD  CO (123) - Other tight reservoir rock,,,,,,,Yes,133,5.923,0,0
Great Western Oil & Gas Company - D-J Basin,1008794,2015,Table H.3,Gas well workovers WITHOUT hydraulic fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],540 - WELD  CO (123) - Other tight reservoir rock,,,,,,,Yes,118,4.599,0,0
PDC Energy 540 Denver Basin,1009286,2015,Table H.3,Gas well workovers WITHOUT hydraulic fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],540 - WELD  CO (123) - Other tight reservoir rock,,,,,,,Yes,378,16.6,2,0
#540 BONANZA CREEK ENERGY - DENVER BASIN,1000355,2015,Table H.3,Gas well workovers WITHOUT hydraulic fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],540 - WELD  CO (123) - Other tight reservoir rock,,,,,,,Yes,101,4.263,0,0
Basin 540 Denver Julesburg - Noble Energy Inc.,1008270,2015,Table H.3,Gas well workovers WITHOUT hydraulic fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],540 - WELD  CO (123) - Other tight reservoir rock,,,,,,,Yes,888,37.81,0,0
Rosewood 540 Denver Basin,1009488,2015,Table H.3,Gas well workovers WITHOUT hydraulic fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],540 - YUMA  CO (125) - Other tight reservoir rock,,,,,,,Yes,35,1.935,0,0
Oxy Permian Basin - 430,1008141,2015,Table H.3,Gas well workovers WITHOUT hydraulic fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],430 - MIDLAND  TX (329) - Oil,,,,,,,Yes,5,.213,0,0
EP Energy E&P 430 Permian Basin,1007777,2015,Table H.3,Gas well workovers WITHOUT hydraulic fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],430 - REAGAN  TX (383) - Oil,,,,,,,No,0,4.487,28,.635
Stanolind Production LLC,1011662,2015,Table H.3,Gas well workovers WITHOUT hydraulic fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],430 - STERLING  TX (431) - Oil,,,,,,,Yes,51,2.165,0,0
Oxy Permian Basin - 430,1008141,2015,Table H.3,Gas well workovers WITHOUT hydraulic fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],430 - YOAKUM  TX (501) - Oil,,,,,,,No,0,0,1,.004
Cimarex Energy Co. 430 Permian,1008544,2015,Table H.3,Gas well workovers WITHOUT hydraulic fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],430 - CRANE  TX (103) - High permeability gas,,,,,,,No,0,0,31,0
Chevron MCA 430 Permian Basin,1009240,2015,Table H.3,Gas well workovers WITHOUT hydraulic fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],430 - CRANE  TX (103) - High permeability gas,,,,,,,Yes,1,.039,0,0
Chevron MCA 430 Permian Basin,1009240,2015,Table H.3,Gas well workovers WITHOUT hydraulic fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],430 - CROCKETT  TX (105) - High permeability gas,,,,,,,Yes,1,.047,0,0
Chevron MCA 430 Permian Basin,1009240,2015,Table H.3,Gas well workovers WITHOUT hydraulic fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],430 - ECTOR  TX (135) - High permeability gas,,,,,,,Yes,4,.18,0,0
Cimarex Energy Co. of Colorado 430 Permian,1008700,2015,Table H.3,Gas well workovers WITHOUT hydraulic fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],430 - EDDY  NM (15) - High permeability gas,,,,,,,No,0,0,1,0
Evergreen Natural Resources  LLC. Las Vegas-Raton,1008608,2015,Table H.3,Gas well workovers WITHOUT hydraulic fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],455 - LAS ANIMAS  CO (71) - Coal seam,,,,,,,Yes,273,16.166,0,0
EP Energy E&P 430 Permian Basin,1007777,2015,Table H.3,Gas well workovers WITHOUT hydraulic fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],430 - CROCKETT  TX (105) - Oil,,,,,,,No,0,7.618,62,1.096
Oxy Permian Basin - 430,1008141,2015,Table H.3,Gas well workovers WITHOUT hydraulic fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],430 - EDDY  NM (15) - Oil,,,,,,,Yes,10,.525,3,.418
Oxy Permian Basin - 430,1008141,2015,Table H.3,Gas well workovers WITHOUT hydraulic fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],430 - GAINES  TX (165) - Oil,,,,,,,No,0,0,9,1.538
Stanolind Production LLC,1011662,2015,Table H.3,Gas well workovers WITHOUT hydraulic fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],430 - GLASSCOCK  TX (173) - Oil,,,,,,,Yes,49,2.106,0,0
EP Energy E&P 430 Permian Basin,1007777,2015,Table H.3,Gas well workovers WITHOUT hydraulic fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],430 - IRION  TX (235) - Oil,,,,,,,No,0,.38,16,.372
Cimarex Energy Co. 430 Permian,1008544,2015,Table H.3,Gas well workovers WITHOUT hydraulic fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],430 - LEA  NM (25) - High permeability gas,,,,,,,No,0,0,1,0
Cimarex Energy Co. of Colorado 430 Permian,1008700,2015,Table H.3,Gas well workovers WITHOUT hydraulic fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],430 - LEA  NM (25) - High permeability gas,,,,,,,No,0,0,8,0
Chevron MCA 430 Permian Basin,1009240,2015,Table H.3,Gas well workovers WITHOUT hydraulic fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],430 - LEA  NM (25) - High permeability gas,,,,,,,Yes,12,.493,0,0
Permian Basin - AAPG Province 430,1008449,2015,Table H.3,Gas well workovers WITHOUT hydraulic fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],430 - LOVING  TX (301) - High permeability gas,,,,,,,Yes,1,.05,1,0
