EF_W_COMP_WORKOVERS_NO_FRAC.FACILITY_NAME,EF_W_COMP_WORKOVERS_NO_FRAC.FACILITY_ID,EF_W_COMP_WORKOVERS_NO_FRAC.REPORTING_YEAR,EF_W_COMP_WORKOVERS_NO_FRAC.TABLE_NUM,EF_W_COMP_WORKOVERS_NO_FRAC.TABLE_DESC,EF_W_COMP_WORKOVERS_NO_FRAC.INDUSTRY_SEGMENT,EF_W_COMP_WORKOVERS_NO_FRAC.SUB_BASIN_IDENTIFIER,EF_W_COMP_WORKOVERS_NO_FRAC.TOTAL_COMP_VENTED_NO_FLARING,EF_W_COMP_WORKOVERS_NO_FRAC.TOTAL_HOURS_COMP_NO_FLR,EF_W_COMP_WORKOVERS_NO_FRAC.ANNUAL_CH4_EMISSIONS_NO_FLR,EF_W_COMP_WORKOVERS_NO_FRAC.TOTAL_COMP_VENTED_TO_FLARE,EF_W_COMP_WORKOVERS_NO_FRAC.TOTAL_HOURS_VENTED_TO_FLARE,EF_W_COMP_WORKOVERS_NO_FRAC.ANNUAL_CH4_EMISSIONS_FLR,EF_W_COMP_WORKOVERS_NO_FRAC.WORKOVERS_WITHOUT_FLARING,EF_W_COMP_WORKOVERS_NO_FRAC.TOTAL_WORKOVERS_NO_FLARING,EF_W_COMP_WORKOVERS_NO_FRAC.CH4_EMISSIONS_WKOVR_NO_FLARING,EF_W_COMP_WORKOVERS_NO_FRAC.TOTAL_WORKOVERS_WITH_FLARING,EF_W_COMP_WORKOVERS_NO_FRAC.CH4_EMISSIONS_WKOVR_FLARING
BREITBURN OPERATING LP-BASIN 507,1010319,2015,Table H.3,Gas well workovers WITHOUT hydraulic fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],507 - UINTA  WY (41) - High permeability gas,,,,,,,Yes,1,.002,0,0
Unit Petroleum 285 Permian Basin,1009339,2015,Table H.3,Gas well workovers WITHOUT hydraulic fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],430 - SCHLEICHER  TX (413) - Other tight reservoir rock,,,,,,,Yes,1,.043,0,0
Stanolind Production LLC,1011662,2015,Table H.3,Gas well workovers WITHOUT hydraulic fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],430 - STERLING  TX (431) - Other tight reservoir rock,,,,,,,Yes,89,3.799,0,0
Permian Basin - AAPG Province 430,1008449,2015,Table H.3,Gas well workovers WITHOUT hydraulic fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],430 - WARD  TX (475) - Other tight reservoir rock,,,,,,,Yes,105,4.42,105,0
Denbury Onshore LLC 515 Powder River,1011244,2015,Table H.3,Gas well workovers WITHOUT hydraulic fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],515 - CAMPBELL  WY (5) - Coal seam,,,,,,,No,72,3.808,0,0
Foundation Energy Management 540 DJ Basin,1008755,2015,Table H.3,Gas well workovers WITHOUT hydraulic fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],540 - YUMA  CO (125) - High permeability gas,,,,,,,Yes,61,2.972,0,0
Chevron MCA 507 Central Western Overthrust,1009051,2015,Table H.3,Gas well workovers WITHOUT hydraulic fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],507 - LINCOLN  WY (23) - High permeability gas,,,,,,,Yes,5,.242,0,0
Cimarex Energy Co. 350 South Oklahoma,1008545,2015,Table H.3,Gas well workovers WITHOUT hydraulic fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],350 - GARVIN  OK (49) - High permeability gas,,,,,,,No,0,0,1,0
Cimarex Energy Co. of Colorado 350 South Oklahoma,1008697,2015,Table H.3,Gas well workovers WITHOUT hydraulic fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],350 - GARVIN  OK (49) - High permeability gas,,,,,,,No,0,0,2,0
Chevron MCA 530 Wind River Basin,1009053,2015,Table H.3,Gas well workovers WITHOUT hydraulic fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],530 - NATRONA  WY (25) - High permeability gas,,,,,,,Yes,9,11.722,0,0
Riviera Resources 360 Anadarko Basin Production Segment,1008306,2015,Table H.3,Gas well workovers WITHOUT hydraulic fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],360 - BLAINE  OK (11) - Other tight reservoir rock,,,,,,,Yes,12,.614,0,0
Basin 360 Oil & Gas Production,1008029,2015,Table H.3,Gas well workovers WITHOUT hydraulic fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],360 - CADDO  OK (15) - Other tight reservoir rock,,,,,,,Yes,1,.043,0,0
Riviera Resources 360 Anadarko Basin Production Segment,1008306,2015,Table H.3,Gas well workovers WITHOUT hydraulic fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],360 - CADDO  OK (15) - Other tight reservoir rock,,,,,,,Yes,2,.107,0,0
Chesapeake Operating LLC  360 - Anadarko Basin,1008530,2015,Table H.3,Gas well workovers WITHOUT hydraulic fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],360 - CADDO  OK (15) - Other tight reservoir rock,,,,,,,Yes,5,.264,0,0
Riviera Resources 360 Anadarko Basin Production Segment,1008306,2015,Table H.3,Gas well workovers WITHOUT hydraulic fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],360 - CANADIAN  OK (17) - Other tight reservoir rock,,,,,,,Yes,9,.476,0,0
Chesapeake Operating LLC  360 - Anadarko Basin,1008530,2015,Table H.3,Gas well workovers WITHOUT hydraulic fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],360 - CARSON  TX (65) - Other tight reservoir rock,,,,,,,Yes,1,.034,0,0
360 Anadarko Basin - BP America Production Company,1008558,2015,Table H.3,Gas well workovers WITHOUT hydraulic fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],360 - CUSTER  OK (39) - Other tight reservoir rock,,,,,,,Yes,5,.26,0,0
JMA Energy 360,1008411,2015,Table H.3,Gas well workovers WITHOUT hydraulic fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],360 - CUSTER  OK (39) - Other tight reservoir rock,,,,,,,Yes,1,.05,0,0
Key Production Co. 360 Anadarko,1008703,2015,Table H.3,Gas well workovers WITHOUT hydraulic fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],360 - CUSTER  OK (39) - Other tight reservoir rock,,,,,,,No,0,0,1,0
Cimarex Energy Co. 360 Anadarko,1008702,2015,Table H.3,Gas well workovers WITHOUT hydraulic fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],360 - CUSTER  OK (39) - Other tight reservoir rock,,,,,,,No,0,0,2,0
Chesapeake Operating LLC  360 - Anadarko Basin,1008530,2015,Table H.3,Gas well workovers WITHOUT hydraulic fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],360 - CUSTER  OK (39) - Other tight reservoir rock,,,,,,,Yes,18,.918,0,0
Duncan Oil Properties  Inc. 360 Anadarko Basin,1008598,2015,Table H.3,Gas well workovers WITHOUT hydraulic fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],360 - CUSTER  OK (39) - Other tight reservoir rock,,,,,,,Yes,1,.051,0,0
360 Anadarko Basin - BP America Production Company,1008558,2015,Table H.3,Gas well workovers WITHOUT hydraulic fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],360 - DEWEY  OK (43) - Other tight reservoir rock,,,,,,,Yes,11,.53,0,0
JMA Energy 360,1008411,2015,Table H.3,Gas well workovers WITHOUT hydraulic fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],360 - DEWEY  OK (43) - Other tight reservoir rock,,,,,,,Yes,7,.348,0,0
Duncan Oil Properties  Inc. 360 Anadarko Basin,1008598,2015,Table H.3,Gas well workovers WITHOUT hydraulic fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],360 - DEWEY  OK (43) - Other tight reservoir rock,,,,,,,Yes,2,.102,0,0
Samson Resources 360 Anadarko Basin,1008321,2015,Table H.3,Gas well workovers WITHOUT hydraulic fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],360 - DEWEY  OK (43) - Other tight reservoir rock,,,,,,,Yes,2,.1,0,0
Samson Resources 360 Anadarko Basin,1008321,2015,Table H.3,Gas well workovers WITHOUT hydraulic fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],360 - ELLIS  OK (45) - Other tight reservoir rock,,,,,,,Yes,2,.1,0,0
Anadarko Basin,1008200,2015,Table H.3,Gas well workovers WITHOUT hydraulic fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],360 - GRADY  OK (51) - Other tight reservoir rock,,,,,,,Yes,10,.5,0,0
Unit Petroleum 783 Anadarko Basin,1008241,2015,Table H.3,Gas well workovers WITHOUT hydraulic fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],360 - GRADY  OK (51) - Other tight reservoir rock,,,,,,,Yes,47,2.448,0,0
Basin 360 Oil & Gas Production,1008029,2015,Table H.3,Gas well workovers WITHOUT hydraulic fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],360 - GRADY  OK (51) - Other tight reservoir rock,,,,,,,Yes,1,.043,0,0
Riviera Resources 360 Anadarko Basin Production Segment,1008306,2015,Table H.3,Gas well workovers WITHOUT hydraulic fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],360 - GRADY  OK (51) - Other tight reservoir rock,,,,,,,Yes,11,.568,3,.155
Chesapeake Operating LLC  360 - Anadarko Basin,1008530,2015,Table H.3,Gas well workovers WITHOUT hydraulic fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],360 - GRADY  OK (51) - Other tight reservoir rock,,,,,,,Yes,10,.536,0,0
360 Anadarko Basin - BP America Production Company,1008558,2015,Table H.3,Gas well workovers WITHOUT hydraulic fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],360 - HANSFORD  TX (195) - Other tight reservoir rock,,,,,,,Yes,5,.26,0,0
Riviera Resources 360 Anadarko Basin Production Segment,1008306,2015,Table H.3,Gas well workovers WITHOUT hydraulic fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],360 - WOODS  OK (151) - Other tight reservoir rock,,,,,,,No,0,0,1,.051
Riviera Resources 360 Anadarko Basin Production Segment,1008306,2015,Table H.3,Gas well workovers WITHOUT hydraulic fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],360 - WOODWARD  OK (153) - Other tight reservoir rock,,,,,,,Yes,1,.054,0,0
Chesapeake Operating LLC  360 - Anadarko Basin,1008530,2015,Table H.3,Gas well workovers WITHOUT hydraulic fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],360 - WOODWARD  OK (153) - Other tight reservoir rock,,,,,,,Yes,11,.601,0,0
Marathon Oil So. Oklahoma Folded Belt (AAPG 350),1008383,2015,Table H.3,Gas well workovers WITHOUT hydraulic fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],350 - STEPHENS  OK (137) - High permeability gas,,,,,,,No,3,.196,0,0
CRI 350 SOK Folded Belt,1011191,2015,Table H.3,Gas well workovers WITHOUT hydraulic fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],350 - CARTER  OK (19) - Shale gas,,,,,,,Yes,4,.18,0,0
EOG Resources  Inc. 350 South Oklahoma folded belt,1008976,2015,Table H.3,Gas well workovers WITHOUT hydraulic fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],350 - COOKE  TX (97) - Shale gas,,,,,,,Yes,13,.542,0,0
CRI 350 SOK Folded Belt,1011191,2015,Table H.3,Gas well workovers WITHOUT hydraulic fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],350 - GARVIN  OK (49) - Shale gas,,,,,,,Yes,16,.71,0,0
CRI 350 SOK Folded Belt,1011191,2015,Table H.3,Gas well workovers WITHOUT hydraulic fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],350 - LOVE  OK (85) - Shale gas,,,,,,,No,0,0,0,0
XTO Energy Inc 350 South Oklahoma Folded Belt,1008616,2015,Table H.3,Gas well workovers WITHOUT hydraulic fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],350 - MARSHALL  OK (95) - Shale gas,,,,,,,No,0,0,2,0
Marathon Oil So. Oklahoma Folded Belt (AAPG 350),1008383,2015,Table H.3,Gas well workovers WITHOUT hydraulic fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],350 - STEPHENS  OK (137) - Shale gas,,,,,,,No,1,.049,0,0
CRI 350 SOK Folded Belt,1011191,2015,Table H.3,Gas well workovers WITHOUT hydraulic fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],350 - STEPHENS  OK (137) - Shale gas,,,,,,,Yes,30,1.34,0,0
Unit Petroleum 783 Anadarko Basin,1008241,2015,Table H.3,Gas well workovers WITHOUT hydraulic fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],360 - HARPER  OK (59) - Other tight reservoir rock,,,,,,,Yes,2,.104,0,0
Samson Resources 360 Anadarko Basin,1008321,2015,Table H.3,Gas well workovers WITHOUT hydraulic fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],360 - HARPER  OK (59) - Other tight reservoir rock,,,,,,,Yes,1,.1,0,0
360 Anadarko Basin - BP America Production Company,1008558,2015,Table H.3,Gas well workovers WITHOUT hydraulic fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],360 - HEMPHILL  TX (211) - Other tight reservoir rock,,,,,,,Yes,54,2.6,0,0
Unit Petroleum 783 Anadarko Basin,1008241,2015,Table H.3,Gas well workovers WITHOUT hydraulic fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],360 - HEMPHILL  TX (211) - Other tight reservoir rock,,,,,,,Yes,86,4.22,0,0
360 Anadarko Basin DEC,1008287,2015,Table H.3,Gas well workovers WITHOUT hydraulic fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],360 - HEMPHILL  TX (211) - Other tight reservoir rock,,,,,,,Yes,3,.1,0,0
Enervest Operating  L.L.C. 360 Anadarko Basin,1009663,2015,Table H.3,Gas well workovers WITHOUT hydraulic fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],360 - HEMPHILL  TX (211) - Other tight reservoir rock,,,,,,,Yes,43,2.037,0,0
Chesapeake Operating LLC  360 - Anadarko Basin,1008530,2015,Table H.3,Gas well workovers WITHOUT hydraulic fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],360 - HEMPHILL  TX (211) - Other tight reservoir rock,,,,,,,Yes,12,.583,0,0
ConocoPhillips' Anadarko (360),1007475,2015,Table H.3,Gas well workovers WITHOUT hydraulic fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],360 - HEMPHILL  TX (211) - Other tight reservoir rock,,,,,,,Yes,1,.049,0,0
Samson Resources 360 Anadarko Basin,1008321,2015,Table H.3,Gas well workovers WITHOUT hydraulic fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],360 - HEMPHILL  TX (211) - Other tight reservoir rock,,,,,,,Yes,5,.2,0,0
360 Anadarko Basin - BP America Production Company,1008558,2015,Table H.3,Gas well workovers WITHOUT hydraulic fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],360 - HUTCHINSON  TX (233) - Other tight reservoir rock,,,,,,,Yes,4,.2,0,0
Riviera Resources 360 Anadarko Basin Production Segment,1008306,2015,Table H.3,Gas well workovers WITHOUT hydraulic fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],360 - KINGFISHER  OK (73) - Other tight reservoir rock,,,,,,,Yes,5,.275,1,.055
Anadarko Basin,1008200,2015,Table H.3,Gas well workovers WITHOUT hydraulic fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],360 - LIPSCOMB  TX (295) - Other tight reservoir rock,,,,,,,Yes,1,0,0,0
360 Anadarko Basin - BP America Production Company,1008558,2015,Table H.3,Gas well workovers WITHOUT hydraulic fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],360 - LIPSCOMB  TX (295) - Other tight reservoir rock,,,,,,,Yes,65,3.3,0,0
Unit Petroleum 783 Anadarko Basin,1008241,2015,Table H.3,Gas well workovers WITHOUT hydraulic fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],360 - LIPSCOMB  TX (295) - Other tight reservoir rock,,,,,,,Yes,5,.24,0,0
Chesapeake Operating LLC  360 - Anadarko Basin,1008530,2015,Table H.3,Gas well workovers WITHOUT hydraulic fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],360 - LIPSCOMB  TX (295) - Other tight reservoir rock,,,,,,,Yes,17,.801,0,0
Samson Resources 360 Anadarko Basin,1008321,2015,Table H.3,Gas well workovers WITHOUT hydraulic fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],360 - LIPSCOMB  TX (295) - Other tight reservoir rock,,,,,,,Yes,2,.1,0,0
Samson Resources 360 Anadarko Basin,1008321,2015,Table H.3,Gas well workovers WITHOUT hydraulic fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],360 - MAJOR  OK (93) - Other tight reservoir rock,,,,,,,Yes,1,.1,0,0
Riviera Resources 360 Anadarko Basin Production Segment,1008306,2015,Table H.3,Gas well workovers WITHOUT hydraulic fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],360 - MAJOR  OK (93) - Other tight reservoir rock,,,,,,,Yes,13,.668,3,.154
Chesapeake Operating LLC  360 - Anadarko Basin,1008530,2015,Table H.3,Gas well workovers WITHOUT hydraulic fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],360 - MAJOR  OK (93) - Other tight reservoir rock,,,,,,,Yes,5,.269,0,0
360 Anadarko Basin - BP America Production Company,1008558,2015,Table H.3,Gas well workovers WITHOUT hydraulic fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],360 - OCHILTREE  TX (357) - Other tight reservoir rock,,,,,,,Yes,35,1.79,0,0
Unit Petroleum 783 Anadarko Basin,1008241,2015,Table H.3,Gas well workovers WITHOUT hydraulic fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],360 - OCHILTREE  TX (357) - Other tight reservoir rock,,,,,,,Yes,4,.206,0,0
Samson Resources 360 Anadarko Basin,1008321,2015,Table H.3,Gas well workovers WITHOUT hydraulic fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],360 - OCHILTREE  TX (357) - Other tight reservoir rock,,,,,,,Yes,7,.3,0,0
360 Anadarko Basin - BP America Production Company,1008558,2015,Table H.3,Gas well workovers WITHOUT hydraulic fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],360 - ROBERTS  TX (393) - Other tight reservoir rock,,,,,,,Yes,50,2.4,0,0
Unit Petroleum 783 Anadarko Basin,1008241,2015,Table H.3,Gas well workovers WITHOUT hydraulic fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],360 - ROBERTS  TX (393) - Other tight reservoir rock,,,,,,,Yes,41,1.842,0,0
360 Anadarko Basin - BP America Production Company,1008558,2015,Table H.3,Gas well workovers WITHOUT hydraulic fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],360 - ROGER MILLS  OK (129) - Other tight reservoir rock,,,,,,,Yes,25,1.27,0,0
JMA Energy 360,1008411,2015,Table H.3,Gas well workovers WITHOUT hydraulic fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],360 - ROGER MILLS  OK (129) - Other tight reservoir rock,,,,,,,Yes,2,.1,0,0
Samson Resources 360 Anadarko Basin,1008321,2015,Table H.3,Gas well workovers WITHOUT hydraulic fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],360 - ROGER MILLS  OK (129) - Other tight reservoir rock,,,,,,,Yes,3,.2,0,0
Cimarex Energy Co. 360 Anadarko,1008702,2015,Table H.3,Gas well workovers WITHOUT hydraulic fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],360 - ROGER MILLS  OK (129) - Other tight reservoir rock,,,,,,,No,0,0,2,0
Chesapeake Operating LLC  360 - Anadarko Basin,1008530,2015,Table H.3,Gas well workovers WITHOUT hydraulic fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],360 - ROGER MILLS  OK (129) - Other tight reservoir rock,,,,,,,Yes,9,.481,0,0
ConocoPhillips' Anadarko (360),1007475,2015,Table H.3,Gas well workovers WITHOUT hydraulic fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],360 - ROGER MILLS  OK (129) - Other tight reservoir rock,,,,,,,Yes,6,.321,0,0
360 Anadarko Basin - BP America Production Company,1008558,2015,Table H.3,Gas well workovers WITHOUT hydraulic fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],360 - WASHITA  OK (149) - Other tight reservoir rock,,,,,,,Yes,0,0,0,0
JMA Energy 360,1008411,2015,Table H.3,Gas well workovers WITHOUT hydraulic fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],360 - WASHITA  OK (149) - Other tight reservoir rock,,,,,,,Yes,2,.1,0,0
Marathon Oil Anadarko Basin (AAPG 360),1009353,2015,Table H.3,Gas well workovers WITHOUT hydraulic fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],360 - WASHITA  OK (149) - Other tight reservoir rock,,,,,,,Yes,1,.576,0,0
Riviera Resources 360 Anadarko Basin Production Segment,1008306,2015,Table H.3,Gas well workovers WITHOUT hydraulic fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],360 - WASHITA  OK (149) - Other tight reservoir rock,,,,,,,Yes,1,.052,0,0
Chesapeake Operating LLC  360 - Anadarko Basin,1008530,2015,Table H.3,Gas well workovers WITHOUT hydraulic fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],360 - WASHITA  OK (149) - Other tight reservoir rock,,,,,,,Yes,1,.052,0,0
ConocoPhillips' Anadarko (360),1007475,2015,Table H.3,Gas well workovers WITHOUT hydraulic fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],360 - WASHITA  OK (149) - Other tight reservoir rock,,,,,,,Yes,2,.112,0,0
Tapstone 360 Anadarko,1012024,2015,Table H.3,Gas well workovers WITHOUT hydraulic fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],360 - WHEELER  TX (483) - Other tight reservoir rock,,,,,,,Yes,10,.503,0,0
360 Anadarko Basin - BP America Production Company,1008558,2015,Table H.3,Gas well workovers WITHOUT hydraulic fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],360 - WHEELER  TX (483) - Other tight reservoir rock,,,,,,,Yes,5,.26,0,0
Unit Petroleum 783 Anadarko Basin,1008241,2015,Table H.3,Gas well workovers WITHOUT hydraulic fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],360 - WHEELER  TX (483) - Other tight reservoir rock,,,,,,,Yes,10,.484,0,0
Samson Resources 360 Anadarko Basin,1008321,2015,Table H.3,Gas well workovers WITHOUT hydraulic fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],360 - WHEELER  TX (483) - Other tight reservoir rock,,,,,,,Yes,18,.9,0,0
Chesapeake Operating LLC  360 - Anadarko Basin,1008530,2015,Table H.3,Gas well workovers WITHOUT hydraulic fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],360 - WHEELER  TX (483) - Other tight reservoir rock,,,,,,,Yes,18,.993,0,0
Chevron MCA 430 Permian Basin,1009240,2015,Table H.3,Gas well workovers WITHOUT hydraulic fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],430 - MIDLAND  TX (329) - High permeability gas,,,,,,,Yes,9,.405,0,0
Sheridan Production Company LLC 430 Permian Basin,1009846,2015,Table H.3,Gas well workovers WITHOUT hydraulic fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],430 - NOLAN  TX (353) - High permeability gas,,,,,,,Yes,3,.142,0,0
Oxy Permian Basin - 430,1008141,2015,Table H.3,Gas well workovers WITHOUT hydraulic fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],430 - PECOS  TX (371) - High permeability gas,,,,,,,No,0,0,1,.016
Dominion Energy Wexpro - Uinta Basin,1008169,2015,Table H.3,Gas well workovers WITHOUT hydraulic fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],575 - UINTAH  UT (47) - Other tight reservoir rock,,,,,,,Yes,1,.055,0,0
575 Uinta Basin QEP Energy Company,1009282,2015,Table H.3,Gas well workovers WITHOUT hydraulic fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],575 - UINTAH  UT (47) - Other tight reservoir rock,,,,,,,Yes,12,.655,0,0
Badlands Energy  Inc.,1012013,2015,Table H.3,Gas well workovers WITHOUT hydraulic fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],575 - UINTAH  UT (47) - Other tight reservoir rock,,,,,,,No,0,0,10,.011
Dugan Production Corp- San Juan Basin,1008540,2015,Table H.3,Gas well workovers WITHOUT hydraulic fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],580 - RIO ARRIBA  NM (39) - Oil,,,,,,,Yes,44,1.72,0,0
Dugan Production Corp- San Juan Basin,1008540,2015,Table H.3,Gas well workovers WITHOUT hydraulic fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],580 - SAN JUAN  NM (45) - Oil,,,,,,,Yes,243,10.5,0,0
Dugan Production Corp- San Juan Basin,1008540,2015,Table H.3,Gas well workovers WITHOUT hydraulic fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],580 - SANDOVAL  NM (43) - Oil,,,,,,,Yes,25,1.09,0,0
580 San Juan Basin - BP America Production Company,1009076,2015,Table H.3,Gas well workovers WITHOUT hydraulic fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],580 - LA PLATA  CO (67) - High permeability gas,,,,,,,Yes,17,.96,0,0
WPX Energy Production  LLC - 580 San Juan basin,1008982,2015,Table H.3,Gas well workovers WITHOUT hydraulic fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],580 - LA PLATA  CO (67) - High permeability gas,,,,,,,No,1,.1,0,0
WPX Energy Production  LLC - 580 San Juan basin,1008982,2015,Table H.3,Gas well workovers WITHOUT hydraulic fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],580 - RIO ARRIBA  NM (39) - High permeability gas,,,,,,,No,1,.1,0,0
Cross Timbers Energy  LLC - San Juan Basin 580,1011100,2015,Table H.3,Gas well workovers WITHOUT hydraulic fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],580 - RIO ARRIBA  NM (39) - High permeability gas,,,,,,,Yes,17,.745,0,0
580 San Juan Basin - BP America Production Company,1009076,2015,Table H.3,Gas well workovers WITHOUT hydraulic fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],580 - SAN JUAN  NM (45) - High permeability gas,,,,,,,Yes,878,43.97,0,0
WPX Energy Production  LLC - 580 San Juan basin,1008982,2015,Table H.3,Gas well workovers WITHOUT hydraulic fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],580 - SAN JUAN  NM (45) - High permeability gas,,,,,,,No,4,.2,0,0
Cross Timbers Energy  LLC - San Juan Basin 580,1011100,2015,Table H.3,Gas well workovers WITHOUT hydraulic fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],580 - SAN JUAN  NM (45) - High permeability gas,,,,,,,Yes,4,.19,0,0
XTO Energy Inc 580 San Juan,1009142,2015,Table H.3,Gas well workovers WITHOUT hydraulic fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],580 - SAN JUAN  NM (45) - High permeability gas,,,,,,,Yes,8,.39,0,0
WPX Energy Production  LLC - 580 San Juan basin,1008982,2015,Table H.3,Gas well workovers WITHOUT hydraulic fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],580 - RIO ARRIBA  NM (39) - Shale gas,,,,,,,No,2,.1,0,0
Black Hills Exploration and Production (New Mexico  San Juan Basin Field Facilities),1010224,2015,Table H.3,Gas well workovers WITHOUT hydraulic fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],580 - RIO ARRIBA  NM (39) - Shale gas,,,,,,,Yes,1,.054,0,0
580 San Juan Basin - BP America Production Company,1009076,2015,Table H.3,Gas well workovers WITHOUT hydraulic fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],580 - SAN JUAN  NM (45) - Shale gas,,,,,,,Yes,24,1.09,0,0
