EF_W_EQUIP_LEAKS_ONSHORE.FACILITY_NAME,EF_W_EQUIP_LEAKS_ONSHORE.FACILITY_ID,EF_W_EQUIP_LEAKS_ONSHORE.REPORTING_YEAR,EF_W_EQUIP_LEAKS_ONSHORE.TABLE_NUM,EF_W_EQUIP_LEAKS_ONSHORE.TABLE_DESC,EF_W_EQUIP_LEAKS_ONSHORE.INDUSTRY_SEGMENT,EF_W_EQUIP_LEAKS_ONSHORE.LOCATION,EF_W_EQUIP_LEAKS_ONSHORE.SOURCE_TYPE_COUNT,EF_W_EQUIP_LEAKS_ONSHORE.AVERAGE_TIME_OPERATIONAL,EF_W_EQUIP_LEAKS_ONSHORE.CO2_EMISSIONS,EF_W_EQUIP_LEAKS_ONSHORE.CH4_EMISSIONS,EF_W_EQUIP_LEAKS_ONSHORE.EQUIPMENT_TYPE_CALC_METHOD,EF_W_EQUIP_LEAKS_ONSHORE.EQUIPMENT_TYPE,EF_W_EQUIP_LEAKS_ONSHORE.EQUIPMENT_PRESENT,EF_W_EQUIP_LEAKS_ONSHORE.EQUIPMENT_TYPE_COUNT,EF_W_EQUIP_LEAKS_ONSHORE.MAJ_EQ_TYPE_COUNT_EAST,EF_W_EQUIP_LEAKS_ONSHORE.MAJ_EQ_TYPE_COUNT_WEST,EF_W_EQUIP_LEAKS_ONSHORE.EMISSION_SRC_TYPE,EF_W_EQUIP_LEAKS_ONSHORE.SERVICE_TYPE
Energen Resources Corporation 430 Permian Basin,1008836,2015,Table R.4,Crude oil production equipment (Table W-1C),Onshore petroleum and natural gas production [98.230(a)(2)],,,,,,Component Count Method 2,Header,No,,,,,
Hilcorp Alaska  LLC 890 Arctic Slope Basin,1011782,2015,Table R.4,Crude oil production equipment (Table W-1C),Onshore petroleum and natural gas production [98.230(a)(2)],Western U.S.,,,,,Component Count Method 1,Wellhead,Yes,275,,,,
Hilcorp Alaska  LLC 890 Arctic Slope Basin,1011782,2015,Table R.4,Crude oil production equipment (Table W-1C),Onshore petroleum and natural gas production [98.230(a)(2)],Western U.S.,,,,,Component Count Method 1,Separators,Yes,16,,,,
Hilcorp Alaska  LLC 890 Arctic Slope Basin,1011782,2015,Table R.4,Crude oil production equipment (Table W-1C),Onshore petroleum and natural gas production [98.230(a)(2)],,,,,,Component Count Method 1,Heater-treater,No,,,,,
Hilcorp Alaska  LLC 890 Arctic Slope Basin,1011782,2015,Table R.4,Crude oil production equipment (Table W-1C),Onshore petroleum and natural gas production [98.230(a)(2)],Western U.S.,,,,,Component Count Method 1,Header,Yes,20,,,,
Atlas 360/Anadarko Basin - Nash,1011547,2015,Table R.4,Crude oil production equipment (Table W-1C),Onshore petroleum and natural gas production [98.230(a)(2)],Western U.S.,,,,,Component Count Method 1,Wellhead,Yes,59,,,,
Atlas 360/Anadarko Basin - Nash,1011547,2015,Table R.4,Crude oil production equipment (Table W-1C),Onshore petroleum and natural gas production [98.230(a)(2)],Western U.S.,,,,,Component Count Method 1,Separators,Yes,156,,,,
Atlas 360/Anadarko Basin - Nash,1011547,2015,Table R.4,Crude oil production equipment (Table W-1C),Onshore petroleum and natural gas production [98.230(a)(2)],,,,,,Component Count Method 1,Heater-treater,No,,,,,
Atlas 360/Anadarko Basin - Nash,1011547,2015,Table R.4,Crude oil production equipment (Table W-1C),Onshore petroleum and natural gas production [98.230(a)(2)],,,,,,Component Count Method 1,Header,No,,,,,
Appalachian Basin (Eastern Overthrust Area),1010721,2015,Table R.4,Crude oil production equipment (Table W-1C),Onshore petroleum and natural gas production [98.230(a)(2)],Eastern U.S.,,,,,,Wellhead,Yes,402,,,,
Appalachian Basin (Eastern Overthrust Area),1010721,2015,Table R.4,Crude oil production equipment (Table W-1C),Onshore petroleum and natural gas production [98.230(a)(2)],Eastern U.S.,,,,,,Separators,Yes,384,,,,
Appalachian Basin (Eastern Overthrust Area),1010721,2015,Table R.4,Crude oil production equipment (Table W-1C),Onshore petroleum and natural gas production [98.230(a)(2)],Eastern U.S.,,,,,,Heater-treater,Yes,120,,,,
Appalachian Basin (Eastern Overthrust Area),1010721,2015,Table R.4,Crude oil production equipment (Table W-1C),Onshore petroleum and natural gas production [98.230(a)(2)],,,,,,,Header,No,,,,,
Cimarex Energy Co. of Colorado 350 South Oklahoma,1008697,2015,Table R.4,Crude oil production equipment (Table W-1C),Onshore petroleum and natural gas production [98.230(a)(2)],Western U.S.,,,,,Component Count Method 1,Wellhead,Yes,44,,,,
Cimarex Energy Co. of Colorado 350 South Oklahoma,1008697,2015,Table R.4,Crude oil production equipment (Table W-1C),Onshore petroleum and natural gas production [98.230(a)(2)],Western U.S.,,,,,Component Count Method 1,Separators,Yes,23,,,,
Cimarex Energy Co. of Colorado 350 South Oklahoma,1008697,2015,Table R.4,Crude oil production equipment (Table W-1C),Onshore petroleum and natural gas production [98.230(a)(2)],Western U.S.,,,,,Component Count Method 1,Heater-treater,Yes,14,,,,
Cimarex Energy Co. of Colorado 350 South Oklahoma,1008697,2015,Table R.4,Crude oil production equipment (Table W-1C),Onshore petroleum and natural gas production [98.230(a)(2)],Western U.S.,,,,,Component Count Method 1,Header,Yes,3,,,,
Stanolind Production LLC,1011662,2015,Table R.4,Crude oil production equipment (Table W-1C),Onshore petroleum and natural gas production [98.230(a)(2)],Western U.S.,,,,,Component Count Method 1,Wellhead,Yes,854,,,,
Stanolind Production LLC,1011662,2015,Table R.4,Crude oil production equipment (Table W-1C),Onshore petroleum and natural gas production [98.230(a)(2)],Western U.S.,,,,,Component Count Method 1,Separators,Yes,638,,,,
Stanolind Production LLC,1011662,2015,Table R.4,Crude oil production equipment (Table W-1C),Onshore petroleum and natural gas production [98.230(a)(2)],Western U.S.,,,,,Component Count Method 1,Heater-treater,Yes,1,,,,
Stanolind Production LLC,1011662,2015,Table R.4,Crude oil production equipment (Table W-1C),Onshore petroleum and natural gas production [98.230(a)(2)],,,,,,Component Count Method 1,Header,No,,,,,
Hess Corporation - 430 - Permian Basin,1008634,2015,Table R.4,Crude oil production equipment (Table W-1C),Onshore petroleum and natural gas production [98.230(a)(2)],Western U.S.,,,,,Component Count Method 1,Wellhead,Yes,427,,,,
Hess Corporation - 430 - Permian Basin,1008634,2015,Table R.4,Crude oil production equipment (Table W-1C),Onshore petroleum and natural gas production [98.230(a)(2)],Western U.S.,,,,,Component Count Method 1,Separators,Yes,63,,,,
Hess Corporation - 430 - Permian Basin,1008634,2015,Table R.4,Crude oil production equipment (Table W-1C),Onshore petroleum and natural gas production [98.230(a)(2)],Western U.S.,,,,,Component Count Method 1,Heater-treater,Yes,5,,,,
Hess Corporation - 430 - Permian Basin,1008634,2015,Table R.4,Crude oil production equipment (Table W-1C),Onshore petroleum and natural gas production [98.230(a)(2)],Western U.S.,,,,,Component Count Method 1,Header,Yes,27,,,,
Shoreline Southeast LLC - Basin 220 (Gulf Coast Basin),1011260,2015,Table R.4,Crude oil production equipment (Table W-1C),Onshore petroleum and natural gas production [98.230(a)(2)],,,,,,Component Count Method 1,Wellhead,No,,,,,
Shoreline Southeast LLC - Basin 220 (Gulf Coast Basin),1011260,2015,Table R.4,Crude oil production equipment (Table W-1C),Onshore petroleum and natural gas production [98.230(a)(2)],,,,,,Component Count Method 1,Separators,No,,,,,
Shoreline Southeast LLC - Basin 220 (Gulf Coast Basin),1011260,2015,Table R.4,Crude oil production equipment (Table W-1C),Onshore petroleum and natural gas production [98.230(a)(2)],Western U.S.,,,,,Component Count Method 1,Heater-treater,Yes,20,,,,
Shoreline Southeast LLC - Basin 220 (Gulf Coast Basin),1011260,2015,Table R.4,Crude oil production equipment (Table W-1C),Onshore petroleum and natural gas production [98.230(a)(2)],,,,,,Component Count Method 1,Header,No,,,,,
Samson Resources 535 Green River Basin,1008852,2015,Table R.4,Crude oil production equipment (Table W-1C),Onshore petroleum and natural gas production [98.230(a)(2)],Western U.S.,,,,,Component Count Method 1,Wellhead,Yes,3,,,,
Samson Resources 535 Green River Basin,1008852,2015,Table R.4,Crude oil production equipment (Table W-1C),Onshore petroleum and natural gas production [98.230(a)(2)],Western U.S.,,,,,Component Count Method 1,Separators,Yes,3,,,,
Samson Resources 535 Green River Basin,1008852,2015,Table R.4,Crude oil production equipment (Table W-1C),Onshore petroleum and natural gas production [98.230(a)(2)],,,,,,Component Count Method 1,Heater-treater,No,,,,,
Samson Resources 535 Green River Basin,1008852,2015,Table R.4,Crude oil production equipment (Table W-1C),Onshore petroleum and natural gas production [98.230(a)(2)],,,,,,Component Count Method 1,Header,No,,,,,
Los Angeles Basin 760 THUMS Long Beach Company,1008409,2015,Table R.4,Crude oil production equipment (Table W-1C),Onshore petroleum and natural gas production [98.230(a)(2)],Western U.S.,,,,,Component Count Method 1,Wellhead,Yes,972,,,,
Los Angeles Basin 760 THUMS Long Beach Company,1008409,2015,Table R.4,Crude oil production equipment (Table W-1C),Onshore petroleum and natural gas production [98.230(a)(2)],Western U.S.,,,,,Component Count Method 1,Separators,Yes,16,,,,
Los Angeles Basin 760 THUMS Long Beach Company,1008409,2015,Table R.4,Crude oil production equipment (Table W-1C),Onshore petroleum and natural gas production [98.230(a)(2)],,,,,,Component Count Method 1,Heater-treater,No,,,,,
Los Angeles Basin 760 THUMS Long Beach Company,1008409,2015,Table R.4,Crude oil production equipment (Table W-1C),Onshore petroleum and natural gas production [98.230(a)(2)],Western U.S.,,,,,Component Count Method 1,Header,Yes,7,,,,
ConocoPhillips Alaska Inc - KRU-ALP Fields,1008111,2015,Table R.4,Crude oil production equipment (Table W-1C),Onshore petroleum and natural gas production [98.230(a)(2)],Western U.S.,,,,,Component Count Method 1,Wellhead,Yes,800,,,,
ConocoPhillips Alaska Inc - KRU-ALP Fields,1008111,2015,Table R.4,Crude oil production equipment (Table W-1C),Onshore petroleum and natural gas production [98.230(a)(2)],Western U.S.,,,,,Component Count Method 1,Separators,Yes,53,,,,
ConocoPhillips Alaska Inc - KRU-ALP Fields,1008111,2015,Table R.4,Crude oil production equipment (Table W-1C),Onshore petroleum and natural gas production [98.230(a)(2)],Western U.S.,,,,,Component Count Method 1,Heater-treater,Yes,0,,,,
ConocoPhillips Alaska Inc - KRU-ALP Fields,1008111,2015,Table R.4,Crude oil production equipment (Table W-1C),Onshore petroleum and natural gas production [98.230(a)(2)],Western U.S.,,,,,Component Count Method 1,Header,Yes,99,,,,
EOG Resources  Inc. 360 Anadarko basin,1008352,2015,Table R.4,Crude oil production equipment (Table W-1C),Onshore petroleum and natural gas production [98.230(a)(2)],Western U.S.,,,,,Component Count Method 1,Wellhead,Yes,268,,,,
EOG Resources  Inc. 360 Anadarko basin,1008352,2015,Table R.4,Crude oil production equipment (Table W-1C),Onshore petroleum and natural gas production [98.230(a)(2)],Western U.S.,,,,,Component Count Method 1,Separators,Yes,302,,,,
EOG Resources  Inc. 360 Anadarko basin,1008352,2015,Table R.4,Crude oil production equipment (Table W-1C),Onshore petroleum and natural gas production [98.230(a)(2)],Western U.S.,,,,,Component Count Method 1,Heater-treater,Yes,217,,,,
EOG Resources  Inc. 360 Anadarko basin,1008352,2015,Table R.4,Crude oil production equipment (Table W-1C),Onshore petroleum and natural gas production [98.230(a)(2)],Western U.S.,,,,,Component Count Method 1,Header,Yes,230,,,,
Enervest Operating  L.L.C. 260 East Texas Basin,1009659,2015,Table R.4,Crude oil production equipment (Table W-1C),Onshore petroleum and natural gas production [98.230(a)(2)],Western U.S.,,,,,Component Count Method 1,Wellhead,Yes,1,,,,
Enervest Operating  L.L.C. 260 East Texas Basin,1009659,2015,Table R.4,Crude oil production equipment (Table W-1C),Onshore petroleum and natural gas production [98.230(a)(2)],Western U.S.,,,,,Component Count Method 1,Separators,Yes,1,,,,
Enervest Operating  L.L.C. 260 East Texas Basin,1009659,2015,Table R.4,Crude oil production equipment (Table W-1C),Onshore petroleum and natural gas production [98.230(a)(2)],,,,,,Component Count Method 1,Heater-treater,No,,,,,
Enervest Operating  L.L.C. 260 East Texas Basin,1009659,2015,Table R.4,Crude oil production equipment (Table W-1C),Onshore petroleum and natural gas production [98.230(a)(2)],Western U.S.,,,,,Component Count Method 1,Header,Yes,1,,,,
Linn Energy 745 San Joaquin Basin Production Segment,1011419,2015,Table R.4,Crude oil production equipment (Table W-1C),Onshore petroleum and natural gas production [98.230(a)(2)],Western U.S.,,,,,Component Count Method 2,Wellhead,Yes,2192,,,,
Linn Energy 745 San Joaquin Basin Production Segment,1011419,2015,Table R.4,Crude oil production equipment (Table W-1C),Onshore petroleum and natural gas production [98.230(a)(2)],Western U.S.,,,,,Component Count Method 2,Separators,Yes,35,,,,
Linn Energy 745 San Joaquin Basin Production Segment,1011419,2015,Table R.4,Crude oil production equipment (Table W-1C),Onshore petroleum and natural gas production [98.230(a)(2)],Western U.S.,,,,,Component Count Method 2,Heater-treater,Yes,17,,,,
Linn Energy 745 San Joaquin Basin Production Segment,1011419,2015,Table R.4,Crude oil production equipment (Table W-1C),Onshore petroleum and natural gas production [98.230(a)(2)],Western U.S.,,,,,Component Count Method 2,Header,Yes,205,,,,
Ovintiv USA Inc. 350.South Oklahoma Folded Belt,1008134,2015,Table R.4,Crude oil production equipment (Table W-1C),Onshore petroleum and natural gas production [98.230(a)(2)],Western U.S.,,,,,Component Count Method 1,Wellhead,Yes,46,,,,
Ovintiv USA Inc. 350.South Oklahoma Folded Belt,1008134,2015,Table R.4,Crude oil production equipment (Table W-1C),Onshore petroleum and natural gas production [98.230(a)(2)],Western U.S.,,,,,Component Count Method 1,Separators,Yes,69,,,,
Ovintiv USA Inc. 350.South Oklahoma Folded Belt,1008134,2015,Table R.4,Crude oil production equipment (Table W-1C),Onshore petroleum and natural gas production [98.230(a)(2)],Western U.S.,,,,,Component Count Method 1,Heater-treater,Yes,3,,,,
Ovintiv USA Inc. 350.South Oklahoma Folded Belt,1008134,2015,Table R.4,Crude oil production equipment (Table W-1C),Onshore petroleum and natural gas production [98.230(a)(2)],,,,,,Component Count Method 1,Header,No,,,,,
Lewis Energy Group,1009588,2015,Table R.4,Crude oil production equipment (Table W-1C),Onshore petroleum and natural gas production [98.230(a)(2)],,,,,,Component Count Method 1,Wellhead,No,,,,,
Lewis Energy Group,1009588,2015,Table R.4,Crude oil production equipment (Table W-1C),Onshore petroleum and natural gas production [98.230(a)(2)],,,,,,Component Count Method 1,Separators,No,,,,,
Lewis Energy Group,1009588,2015,Table R.4,Crude oil production equipment (Table W-1C),Onshore petroleum and natural gas production [98.230(a)(2)],,,,,,Component Count Method 1,Heater-treater,No,,,,,
Lewis Energy Group,1009588,2015,Table R.4,Crude oil production equipment (Table W-1C),Onshore petroleum and natural gas production [98.230(a)(2)],,,,,,Component Count Method 1,Header,No,,,,,
Houston Counties Oil and Gas Production Facilities,1012030,2015,Table R.4,Crude oil production equipment (Table W-1C),Onshore petroleum and natural gas production [98.230(a)(2)],Eastern U.S.,,,,,Component Count Method 1,Wellhead,Yes,68,,,,
Houston Counties Oil and Gas Production Facilities,1012030,2015,Table R.4,Crude oil production equipment (Table W-1C),Onshore petroleum and natural gas production [98.230(a)(2)],Eastern U.S.,,,,,Component Count Method 1,Separators,Yes,81,,,,
Houston Counties Oil and Gas Production Facilities,1012030,2015,Table R.4,Crude oil production equipment (Table W-1C),Onshore petroleum and natural gas production [98.230(a)(2)],Eastern U.S.,,,,,Component Count Method 1,Heater-treater,Yes,66,,,,
Houston Counties Oil and Gas Production Facilities,1012030,2015,Table R.4,Crude oil production equipment (Table W-1C),Onshore petroleum and natural gas production [98.230(a)(2)],Eastern U.S.,,,,,Component Count Method 1,Header,Yes,15,,,,
Nine Point Energy  LLC,1010505,2015,Table R.4,Crude oil production equipment (Table W-1C),Onshore petroleum and natural gas production [98.230(a)(2)],Western U.S.,,,,,Component Count Method 1,Wellhead,Yes,141,,,,
Nine Point Energy  LLC,1010505,2015,Table R.4,Crude oil production equipment (Table W-1C),Onshore petroleum and natural gas production [98.230(a)(2)],Western U.S.,,,,,Component Count Method 1,Separators,Yes,120,,,,
Nine Point Energy  LLC,1010505,2015,Table R.4,Crude oil production equipment (Table W-1C),Onshore petroleum and natural gas production [98.230(a)(2)],Western U.S.,,,,,Component Count Method 1,Heater-treater,Yes,56,,,,
Nine Point Energy  LLC,1010505,2015,Table R.4,Crude oil production equipment (Table W-1C),Onshore petroleum and natural gas production [98.230(a)(2)],,,,,,Component Count Method 1,Header,No,,,,,
430 Permian Basin DEC,1008290,2015,Table R.4,Crude oil production equipment (Table W-1C),Onshore petroleum and natural gas production [98.230(a)(2)],Western U.S.,,,,,Component Count Method 1,Wellhead,Yes,2283,,,,
430 Permian Basin DEC,1008290,2015,Table R.4,Crude oil production equipment (Table W-1C),Onshore petroleum and natural gas production [98.230(a)(2)],Western U.S.,,,,,Component Count Method 1,Separators,Yes,1875,,,,
430 Permian Basin DEC,1008290,2015,Table R.4,Crude oil production equipment (Table W-1C),Onshore petroleum and natural gas production [98.230(a)(2)],Western U.S.,,,,,Component Count Method 1,Heater-treater,Yes,22,,,,
430 Permian Basin DEC,1008290,2015,Table R.4,Crude oil production equipment (Table W-1C),Onshore petroleum and natural gas production [98.230(a)(2)],Western U.S.,,,,,Component Count Method 1,Header,Yes,2147,,,,
Lindsay Field Office,1011666,2015,Table R.4,Crude oil production equipment (Table W-1C),Onshore petroleum and natural gas production [98.230(a)(2)],,,,,,Component Count Method 1,Wellhead,No,,,,,
Lindsay Field Office,1011666,2015,Table R.4,Crude oil production equipment (Table W-1C),Onshore petroleum and natural gas production [98.230(a)(2)],,,,,,Component Count Method 1,Separators,No,,,,,
Lindsay Field Office,1011666,2015,Table R.4,Crude oil production equipment (Table W-1C),Onshore petroleum and natural gas production [98.230(a)(2)],Western U.S.,,,,,Component Count Method 1,Heater-treater,Yes,3,,,,
Lindsay Field Office,1011666,2015,Table R.4,Crude oil production equipment (Table W-1C),Onshore petroleum and natural gas production [98.230(a)(2)],,,,,,Component Count Method 1,Header,No,,,,,
Uinta Basin - AAPG Province 575,1009165,2015,Table R.4,Crude oil production equipment (Table W-1C),Onshore petroleum and natural gas production [98.230(a)(2)],Western U.S.,,,,,Component Count Method 2,Header,No,0,,,,
Uinta Basin - AAPG Province 575,1009165,2015,Table R.4,Crude oil production equipment (Table W-1C),Onshore petroleum and natural gas production [98.230(a)(2)],Western U.S.,,,,,Component Count Method 2,Heater-treater,No,0,,,,
Uinta Basin - AAPG Province 575,1009165,2015,Table R.4,Crude oil production equipment (Table W-1C),Onshore petroleum and natural gas production [98.230(a)(2)],Western U.S.,,,,,Component Count Method 2,Separators,No,0,,,,
Uinta Basin - AAPG Province 575,1009165,2015,Table R.4,Crude oil production equipment (Table W-1C),Onshore petroleum and natural gas production [98.230(a)(2)],Western U.S.,,,,,Component Count Method 2,Wellhead,No,0,,,,
GulfTex Gulf Coast Basin #220,1011847,2015,Table R.4,Crude oil production equipment (Table W-1C),Onshore petroleum and natural gas production [98.230(a)(2)],Western U.S.,,,,,Component Count Method 1,Wellhead,Yes,27,,,,
GulfTex Gulf Coast Basin #220,1011847,2015,Table R.4,Crude oil production equipment (Table W-1C),Onshore petroleum and natural gas production [98.230(a)(2)],Western U.S.,,,,,Component Count Method 1,Separators,Yes,79,,,,
GulfTex Gulf Coast Basin #220,1011847,2015,Table R.4,Crude oil production equipment (Table W-1C),Onshore petroleum and natural gas production [98.230(a)(2)],Western U.S.,,,,,Component Count Method 1,Heater-treater,Yes,6,,,,
GulfTex Gulf Coast Basin #220,1011847,2015,Table R.4,Crude oil production equipment (Table W-1C),Onshore petroleum and natural gas production [98.230(a)(2)],,,,,,Component Count Method 1,Header,No,,,,,
Berry Petroleum Company - Los Angeles Basin 760,1008308,2015,Table R.4,Crude oil production equipment (Table W-1C),Onshore petroleum and natural gas production [98.230(a)(2)],Western U.S.,,,,,Component Count Method 2,Wellhead,Yes,611,,,,
Berry Petroleum Company - Los Angeles Basin 760,1008308,2015,Table R.4,Crude oil production equipment (Table W-1C),Onshore petroleum and natural gas production [98.230(a)(2)],Western U.S.,,,,,Component Count Method 2,Separators,Yes,14,,,,
Berry Petroleum Company - Los Angeles Basin 760,1008308,2015,Table R.4,Crude oil production equipment (Table W-1C),Onshore petroleum and natural gas production [98.230(a)(2)],Western U.S.,,,,,Component Count Method 2,Heater-treater,Yes,1,,,,
Berry Petroleum Company - Los Angeles Basin 760,1008308,2015,Table R.4,Crude oil production equipment (Table W-1C),Onshore petroleum and natural gas production [98.230(a)(2)],Western U.S.,,,,,Component Count Method 2,Header,Yes,23,,,,
Matador Production Company - Permian Basin,1012068,2015,Table R.4,Crude oil production equipment (Table W-1C),Onshore petroleum and natural gas production [98.230(a)(2)],Western U.S.,,,,,Component Count Method 1,Wellhead,Yes,134,,,,
Matador Production Company - Permian Basin,1012068,2015,Table R.4,Crude oil production equipment (Table W-1C),Onshore petroleum and natural gas production [98.230(a)(2)],Western U.S.,,,,,Component Count Method 1,Separators,Yes,71,,,,
Matador Production Company - Permian Basin,1012068,2015,Table R.4,Crude oil production equipment (Table W-1C),Onshore petroleum and natural gas production [98.230(a)(2)],Western U.S.,,,,,Component Count Method 1,Heater-treater,Yes,118,,,,
Matador Production Company - Permian Basin,1012068,2015,Table R.4,Crude oil production equipment (Table W-1C),Onshore petroleum and natural gas production [98.230(a)(2)],Western U.S.,,,,,Component Count Method 1,Header,Yes,11,,,,
Sanguine Gas Exploration  LLC 350 South Oklahoma Folded Belt,1010484,2015,Table R.4,Crude oil production equipment (Table W-1C),Onshore petroleum and natural gas production [98.230(a)(2)],,,,,,,Wellhead,,,,,,
Sanguine Gas Exploration  LLC 350 South Oklahoma Folded Belt,1010484,2015,Table R.4,Crude oil production equipment (Table W-1C),Onshore petroleum and natural gas production [98.230(a)(2)],,,,,,,Separators,,,,,,
Sanguine Gas Exploration  LLC 350 South Oklahoma Folded Belt,1010484,2015,Table R.4,Crude oil production equipment (Table W-1C),Onshore petroleum and natural gas production [98.230(a)(2)],,,,,,,Heater-treater,,,,,,
Sanguine Gas Exploration  LLC 350 South Oklahoma Folded Belt,1010484,2015,Table R.4,Crude oil production equipment (Table W-1C),Onshore petroleum and natural gas production [98.230(a)(2)],,,,,,,Header,,,,,,
SandRidge 375 Sedgwick Basin,1008807,2015,Table R.4,Crude oil production equipment (Table W-1C),Onshore petroleum and natural gas production [98.230(a)(2)],Western U.S.,,,,,Component Count Method 1,Wellhead,Yes,304,,,,
SandRidge 375 Sedgwick Basin,1008807,2015,Table R.4,Crude oil production equipment (Table W-1C),Onshore petroleum and natural gas production [98.230(a)(2)],Western U.S.,,,,,Component Count Method 1,Separators,Yes,290,,,,
SandRidge 375 Sedgwick Basin,1008807,2015,Table R.4,Crude oil production equipment (Table W-1C),Onshore petroleum and natural gas production [98.230(a)(2)],Western U.S.,,,,,Component Count Method 1,Heater-treater,Yes,124,,,,
SandRidge 375 Sedgwick Basin,1008807,2015,Table R.4,Crude oil production equipment (Table W-1C),Onshore petroleum and natural gas production [98.230(a)(2)],Western U.S.,,,,,Component Count Method 1,Header,Yes,170,,,,
Appalachian Basin - AAPG Province 160A,1008937,2015,Table R.4,Crude oil production equipment (Table W-1C),Onshore petroleum and natural gas production [98.230(a)(2)],,,,,,Component Count Method 2,Header,No,,,,,
Appalachian Basin - AAPG Province 160A,1008937,2015,Table R.4,Crude oil production equipment (Table W-1C),Onshore petroleum and natural gas production [98.230(a)(2)],,,,,,Component Count Method 2,Heater-treater,No,,,,,
Appalachian Basin - AAPG Province 160A,1008937,2015,Table R.4,Crude oil production equipment (Table W-1C),Onshore petroleum and natural gas production [98.230(a)(2)],,,,,,Component Count Method 2,Separators,No,,,,,
Appalachian Basin - AAPG Province 160A,1008937,2015,Table R.4,Crude oil production equipment (Table W-1C),Onshore petroleum and natural gas production [98.230(a)(2)],,,,,,Component Count Method 2,Wellhead,No,,,,,
Grizzly Arkoma Basin,1008199,2015,Table R.4,Crude oil production equipment (Table W-1C),Onshore petroleum and natural gas production [98.230(a)(2)],,,,,,Component Count Method 1,Wellhead,No,,,,,
Grizzly Arkoma Basin,1008199,2015,Table R.4,Crude oil production equipment (Table W-1C),Onshore petroleum and natural gas production [98.230(a)(2)],,,,,,Component Count Method 1,Separators,No,,,,,
Grizzly Arkoma Basin,1008199,2015,Table R.4,Crude oil production equipment (Table W-1C),Onshore petroleum and natural gas production [98.230(a)(2)],,,,,,Component Count Method 1,Heater-treater,No,,,,,
Grizzly Arkoma Basin,1008199,2015,Table R.4,Crude oil production equipment (Table W-1C),Onshore petroleum and natural gas production [98.230(a)(2)],,,,,,Component Count Method 1,Header,No,,,,,
Bluefin Resources LLC 220 Gulf Coast Basin (LA  TX),1009837,2015,Table R.4,Crude oil production equipment (Table W-1C),Onshore petroleum and natural gas production [98.230(a)(2)],Western U.S.,,,,,Component Count Method 1,Wellhead,Yes,4,,,,
Bluefin Resources LLC 220 Gulf Coast Basin (LA  TX),1009837,2015,Table R.4,Crude oil production equipment (Table W-1C),Onshore petroleum and natural gas production [98.230(a)(2)],Western U.S.,,,,,Component Count Method 1,Separators,Yes,13,,,,
Bluefin Resources LLC 220 Gulf Coast Basin (LA  TX),1009837,2015,Table R.4,Crude oil production equipment (Table W-1C),Onshore petroleum and natural gas production [98.230(a)(2)],Western U.S.,,,,,Component Count Method 1,Heater-treater,Yes,0,,,,
Bluefin Resources LLC 220 Gulf Coast Basin (LA  TX),1009837,2015,Table R.4,Crude oil production equipment (Table W-1C),Onshore petroleum and natural gas production [98.230(a)(2)],Western U.S.,,,,,Component Count Method 1,Header,Yes,0,,,,
Denver Basin - AAPG Province 540,1008202,2015,Table R.4,Crude oil production equipment (Table W-1C),Onshore petroleum and natural gas production [98.230(a)(2)],Western U.S.,,,,,Component Count Method 2,Header,No,0,,,,
Denver Basin - AAPG Province 540,1008202,2015,Table R.4,Crude oil production equipment (Table W-1C),Onshore petroleum and natural gas production [98.230(a)(2)],Western U.S.,,,,,Component Count Method 2,Heater-treater,No,0,,,,
Denver Basin - AAPG Province 540,1008202,2015,Table R.4,Crude oil production equipment (Table W-1C),Onshore petroleum and natural gas production [98.230(a)(2)],Western U.S.,,,,,Component Count Method 2,Separators,No,0,,,,
Denver Basin - AAPG Province 540,1008202,2015,Table R.4,Crude oil production equipment (Table W-1C),Onshore petroleum and natural gas production [98.230(a)(2)],Western U.S.,,,,,Component Count Method 2,Wellhead,No,0,,,,
Chesapeake Appalachia LLC  160A - Appalachian Basin (Eastern Overthrust Area),1008523,2015,Table R.4,Crude oil production equipment (Table W-1C),Onshore petroleum and natural gas production [98.230(a)(2)],Eastern U.S.,,,,,Component Count Method 1,Wellhead,Yes,1,,,,
Chesapeake Appalachia LLC  160A - Appalachian Basin (Eastern Overthrust Area),1008523,2015,Table R.4,Crude oil production equipment (Table W-1C),Onshore petroleum and natural gas production [98.230(a)(2)],Eastern U.S.,,,,,Component Count Method 1,Separators,Yes,2,,,,
Chesapeake Appalachia LLC  160A - Appalachian Basin (Eastern Overthrust Area),1008523,2015,Table R.4,Crude oil production equipment (Table W-1C),Onshore petroleum and natural gas production [98.230(a)(2)],,,,,,Component Count Method 1,Heater-treater,No,,,,,
Chesapeake Appalachia LLC  160A - Appalachian Basin (Eastern Overthrust Area),1008523,2015,Table R.4,Crude oil production equipment (Table W-1C),Onshore petroleum and natural gas production [98.230(a)(2)],,,,,,Component Count Method 1,Header,No,,,,,
Diamondback E&P LLC,1009434,2015,Table R.4,Crude oil production equipment (Table W-1C),Onshore petroleum and natural gas production [98.230(a)(2)],Western U.S.,,,,,Component Count Method 1,Wellhead,Yes,866,,,,
Diamondback E&P LLC,1009434,2015,Table R.4,Crude oil production equipment (Table W-1C),Onshore petroleum and natural gas production [98.230(a)(2)],Western U.S.,,,,,Component Count Method 1,Separators,Yes,307,,,,
